/Users/pslive1/Documents/Walk_Projext/BDL037_Suna_Walk_Take2/BDL037_Suna_EyeTracking_Walk2_Render/BDL037_Suna_EyeTracking_Walk2_Render.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes
BDL037_Suna_EyeTracking_Walk2_Render.mov,331,fixation,5845,195045.000000,195178.333333,133.333333,194710.000000,00:03:15.07800,199.270000,117.800000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,332,fixation,5850,195245.000000,195345.000000,100.000000,194876.666667,00:03:15.24500,189.720000,214.750000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,333,fixation,5861,195578.333333,195745.000000,166.666667,195243.333333,00:03:15.61200,136.950000,213.100000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,334,fixation,5866,195778.333333,195878.333333,100.000000,195410.000000,00:03:15.77800,126.610000,175.300000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,335,fixation,5869,195878.333333,195978.333333,100.000000,195510.000000,00:03:15.87800,112.460000,163.080000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,336,fixation,5891,196580.000000,196713.333333,133.333333,196245.000000,00:03:16.61300,12.670000,39.370000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,337,fixation,5896,196746.666667,196880.000000,133.333333,196411.666667,00:03:16.78000,14.760000,91.140000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,338,fixation,5917,197446.666667,197615.000000,168.333333,197111.666667,00:03:17.48000,43.380000,104.730000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,339,fixation,5928,197848.333333,197948.333333,100.000000,197480.000000,00:03:17.84800,107.490000,203.890000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,340,fixation,5945,198381.666667,198515.000000,133.333333,198046.666667,00:03:18.41500,31.490000,198.230000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,341,fixation,5958,198848.333333,198950.000000,101.666667,198480.000000,00:03:18.84800,203.370000,100.570000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,342,fixation,5981,199383.333333,199950.000000,566.666667,199248.333333,00:03:19.61700,207.910000,97.990000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,343,fixation,6000,200250.000000,200351.666667,101.666667,199881.666667,00:03:20.25000,346.130000,88.150000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,344,fixation,6005,200418.333333,200518.333333,100.000000,200050.000000,00:03:20.41800,397.160000,114.710000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,345,fixation,6009,200551.666667,200651.666667,100.000000,200183.333333,00:03:20.55200,420.150000,120.390000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,346,fixation,6024,201018.333333,201185.000000,166.666667,200683.333333,00:03:21.05200,366.980000,177.210000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,347,fixation,6039,201185.000000,201986.666667,801.666667,201183.333333,00:03:21.55200,394.380000,146.950000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,348,fixation,6065,202386.666667,202520.000000,133.333333,202051.666667,00:03:22.42000,210.260000,81.580000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,349,fixation,6070,202553.333333,202686.666667,133.333333,202218.333333,00:03:22.58700,229.120000,99.110000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,350,fixation,6081,202686.666667,203288.333333,601.666667,202586.666667,00:03:22.95500,244.740000,92.440000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,351,fixation,6091,203288.333333,203388.333333,100.000000,202920.000000,00:03:23.28800,205.420000,203.040000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,352,fixation,6100,203588.333333,203688.333333,100.000000,203220.000000,00:03:23.58800,443.980000,141.100000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,353,fixation,6107,203788.333333,203921.666667,133.333333,203453.333333,00:03:23.82200,413.820000,145.840000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,354,fixation,6118,204088.333333,204356.666667,268.333333,203820.000000,00:03:24.18800,336.220000,198.070000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,355,fixation,6135,204723.333333,204890.000000,166.666667,204388.333333,00:03:24.75700,199.370000,62.220000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,356,fixation,6145,205090.000000,205190.000000,100.000000,204721.666667,00:03:25.09000,195.480000,60.000000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,357,fixation,6157,205490.000000,205590.000000,100.000000,205121.666667,00:03:25.49000,290.030000,119.170000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,358,fixation,6233,207493.333333,208628.333333,1135.000000,207658.333333,00:03:28.02700,91.330000,173.520000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,359,fixation,6260,208828.333333,209128.333333,300.000000,208560.000000,00:03:28.92800,100.460000,150.400000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,360,fixation,6276,209428.333333,209595.000000,166.666667,209093.333333,00:03:29.46200,95.970000,13.850000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,361,fixation,6307,210463.333333,210596.666667,133.333333,210128.333333,00:03:30.49700,118.060000,300.350000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,362,fixation,6311,210596.666667,210730.000000,133.333333,210261.666667,00:03:30.63000,124.590000,278.810000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,363,fixation,6356,211898.333333,212433.333333,535.000000,211763.333333,00:03:32.13200,47.110000,20.800000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,364,fixation,6381,212933.333333,213066.666667,133.333333,212598.333333,00:03:32.96700,148.400000,328.820000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,365,fixation,6386,213133.333333,213233.333333,100.000000,212765.000000,00:03:33.13300,137.570000,298.160000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,366,fixation,6440,214868.333333,215070.000000,201.666667,214566.666667,00:03:34.93500,12.120000,132.250000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,367,fixation,6447,215103.333333,215336.666667,233.333333,214801.666667,00:03:35.17000,17.670000,82.330000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,368,fixation,6452,215336.666667,215436.666667,100.000000,214968.333333,00:03:35.33700,35.160000,84.160000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,369,fixation,6462,215436.666667,215970.000000,533.333333,215301.666667,00:03:35.67000,80.130000,62.010000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,370,fixation,6516,217438.333333,217571.666667,133.333333,217103.333333,00:03:37.47200,96.430000,148.970000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,371,fixation,6523,217571.666667,217906.666667,335.000000,217338.333333,00:03:37.70700,137.900000,120.830000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,372,fixation,6546,218373.333333,218640.000000,266.666667,218105.000000,00:03:38.47300,155.510000,51.880000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,373,fixation,6554,218640.000000,218940.000000,300.000000,218371.666667,00:03:38.74000,159.840000,68.950000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,374,fixation,6564,219008.333333,219208.333333,200.000000,218706.666667,00:03:39.07500,187.000000,56.100000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,375,fixation,6569,219241.666667,219341.666667,100.000000,218873.333333,00:03:39.24200,159.210000,56.420000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,376,fixation,6575,219341.666667,219641.666667,300.000000,219073.333333,00:03:39.44200,127.660000,57.370000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,377,fixation,6582,219675.000000,219775.000000,100.000000,219306.666667,00:03:39.67500,154.850000,56.300000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,378,fixation,6587,219841.666667,219941.666667,100.000000,219473.333333,00:03:39.84200,151.940000,107.750000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,379,fixation,6595,220075.000000,220208.333333,133.333333,219740.000000,00:03:40.10800,274.630000,34.940000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,380,fixation,6602,220310.000000,220476.666667,166.666667,219975.000000,00:03:40.34300,234.890000,67.940000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,381,fixation,6621,220943.333333,221076.666667,133.333333,220608.333333,00:03:40.97700,316.030000,150.690000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,382,fixation,6627,221176.666667,221276.666667,100.000000,220808.333333,00:03:41.17700,279.820000,171.430000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,383,fixation,6634,221410.000000,221510.000000,100.000000,221041.666667,00:03:41.41000,352.740000,181.210000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,384,fixation,6644,221510.000000,222078.333333,568.333333,221376.666667,00:03:41.74500,335.460000,179.040000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,385,fixation,6663,222345.000000,222478.333333,133.333333,222010.000000,00:03:42.37800,286.350000,84.240000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,386,fixation,6669,222545.000000,222678.333333,133.333333,222210.000000,00:03:42.57800,355.070000,79.560000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,387,fixation,6676,222778.333333,222911.666667,133.333333,222443.333333,00:03:42.81200,335.700000,121.630000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,388,fixation,6681,222911.666667,223146.666667,235.000000,222611.666667,00:03:42.98000,332.290000,155.640000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,389,fixation,6730,224548.333333,224748.333333,200.000000,224246.666667,00:03:44.61500,247.960000,69.030000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,390,fixation,6740,224948.333333,225048.333333,100.000000,224580.000000,00:03:44.94800,189.670000,120.280000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,391,fixation,6749,225248.333333,225348.333333,100.000000,224880.000000,00:03:45.24800,291.420000,173.530000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,392,fixation,6756,225481.666667,225581.666667,100.000000,225113.333333,00:03:45.48200,325.750000,185.450000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,393,fixation,6763,225683.333333,225850.000000,166.666667,225348.333333,00:03:45.71700,221.660000,198.970000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,394,fixation,6770,225883.333333,226083.333333,200.000000,225581.666667,00:03:45.95000,169.470000,157.680000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,395,fixation,6780,226283.333333,226383.333333,100.000000,225915.000000,00:03:46.28300,50.790000,165.520000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,396,fixation,6794,226716.666667,226850.000000,133.333333,226381.666667,00:03:46.75000,135.150000,231.250000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,397,fixation,6799,226850.000000,227051.666667,201.666667,226548.333333,00:03:46.91700,164.130000,177.750000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,398,fixation,6810,227218.333333,227451.666667,233.333333,226916.666667,00:03:47.28500,104.040000,299.640000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,399,fixation,6817,227518.333333,227618.333333,100.000000,227150.000000,00:03:47.51800,141.450000,224.420000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,400,fixation,6820,227618.333333,227718.333333,100.000000,227250.000000,00:03:47.61800,164.950000,216.850000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,401,fixation,6827,227785.000000,227985.000000,200.000000,227483.333333,00:03:47.85200,176.750000,188.270000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,402,fixation,6941,231590.000000,231823.333333,233.333333,231288.333333,00:03:51.65700,195.040000,166.620000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,403,fixation,6957,232190.000000,232290.000000,100.000000,231821.666667,00:03:52.19000,172.490000,132.110000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,404,fixation,6967,232491.666667,232625.000000,133.333333,232156.666667,00:03:52.52500,178.390000,139.100000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,405,fixation,6971,232625.000000,232758.333333,133.333333,232290.000000,00:03:52.65800,152.820000,198.760000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,406,fixation,7045,235095.000000,235228.333333,133.333333,234760.000000,00:03:55.12800,197.280000,81.830000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,407,fixation,7112,237296.666667,237496.666667,200.000000,236995.000000,00:03:57.36300,144.460000,8.240000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,408,fixation,7132,237965.000000,238165.000000,200.000000,237663.333333,00:03:58.03200,130.030000,65.480000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,409,fixation,7139,238165.000000,238465.000000,300.000000,237896.666667,00:03:58.26500,123.220000,59.520000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,410,fixation,7155,238798.333333,238898.333333,100.000000,238430.000000,00:03:58.79800,44.580000,65.980000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,411,fixation,7175,239433.333333,239600.000000,166.666667,239098.333333,00:03:59.46700,10.640000,112.300000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,412,fixation,7199,240233.333333,240368.333333,135.000000,239898.333333,00:04:00.26700,230.650000,60.880000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,413,fixation,7206,240435.000000,240668.333333,233.333333,240133.333333,00:04:00.50200,216.900000,71.880000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,414,fixation,7226,240935.000000,241501.666667,566.666667,240800.000000,00:04:01.16800,178.860000,61.010000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,415,fixation,7244,241770.000000,241870.000000,100.000000,241401.666667,00:04:01.77000,129.260000,186.040000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,416,fixation,7265,242470.000000,242570.000000,100.000000,242101.666667,00:04:02.47000,154.130000,192.850000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,417,fixation,7286,243171.666667,243271.666667,100.000000,242803.333333,00:04:03.17200,144.370000,194.850000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,418,fixation,7295,243471.666667,243571.666667,100.000000,243103.333333,00:04:03.47200,94.610000,169.190000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,419,fixation,7336,244573.333333,245173.333333,600.000000,244471.666667,00:04:04.84000,122.360000,204.810000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,420,fixation,7348,245206.666667,245373.333333,166.666667,244871.666667,00:04:05.24000,95.610000,143.630000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,421,fixation,7356,245506.666667,245606.666667,100.000000,245138.333333,00:04:05.50700,100.530000,173.300000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,422,fixation,7369,245941.666667,246041.666667,100.000000,245573.333333,00:04:05.94200,94.790000,181.620000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,423,fixation,7433,248043.333333,248210.000000,166.666667,247708.333333,00:04:08.07700,10.150000,83.440000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,424,fixation,7450,248578.333333,248778.333333,200.000000,248276.666667,00:04:08.64500,141.920000,51.700000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,425,fixation,7454,248778.333333,248878.333333,100.000000,248410.000000,00:04:08.77800,118.260000,59.680000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,426,fixation,7462,249045.000000,249145.000000,100.000000,248676.666667,00:04:09.04500,32.640000,119.630000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,427,fixation,7476,249245.000000,249880.000000,635.000000,249143.333333,00:04:09.51200,93.050000,181.710000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,428,fixation,7498,249880.000000,250713.333333,833.333333,249878.333333,00:04:10.24700,121.600000,212.790000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,429,fixation,7514,250780.000000,250880.000000,100.000000,250411.666667,00:04:10.78000,101.580000,201.750000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,430,fixation,7595,253450.000000,253616.666667,166.666667,253115.000000,00:04:13.48300,3.250000,52.520000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,431,fixation,7602,253685.000000,253851.666667,166.666667,253350.000000,00:04:13.71800,2.160000,73.670000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,432,fixation,7618,254185.000000,254385.000000,200.000000,253883.333333,00:04:14.25200,9.120000,55.270000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,433,fixation,7623,254385.000000,254518.333333,133.333333,254050.000000,00:04:14.41800,5.910000,66.300000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,434,fixation,7633,254618.333333,254951.666667,333.333333,254383.333333,00:04:14.75200,41.540000,58.680000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,435,fixation,7643,255053.333333,255220.000000,166.666667,254718.333333,00:04:15.08700,98.370000,184.300000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,436,fixation,7662,255720.000000,255820.000000,100.000000,255351.666667,00:04:15.72000,85.850000,101.350000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,437,fixation,7680,256286.666667,256421.666667,135.000000,255951.666667,00:04:16.32000,182.630000,76.810000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,438,fixation,7684,256455.000000,256555.000000,100.000000,256086.666667,00:04:16.45500,218.640000,75.260000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,439,fixation,7689,256621.666667,256721.666667,100.000000,256253.333333,00:04:16.62200,162.020000,192.280000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,440,fixation,7704,257088.333333,257255.000000,166.666667,256753.333333,00:04:17.12200,221.440000,15.780000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,441,fixation,7721,257690.000000,257790.000000,100.000000,257321.666667,00:04:17.69000,263.260000,17.590000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,442,fixation,7727,257856.666667,257990.000000,133.333333,257521.666667,00:04:17.89000,257.430000,25.380000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,443,fixation,7737,258223.333333,258323.333333,100.000000,257855.000000,00:04:18.22300,166.810000,4.520000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,444,fixation,7741,258323.333333,258490.000000,166.666667,257988.333333,00:04:18.35700,147.120000,21.690000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,445,fixation,7747,258490.000000,258690.000000,200.000000,258188.333333,00:04:18.55700,153.560000,35.430000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,446,fixation,7760,258956.666667,259091.666667,135.000000,258621.666667,00:04:18.99000,163.310000,208.540000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,447,fixation,7773,259325.000000,259591.666667,266.666667,259056.666667,00:04:19.42500,70.910000,99.470000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,448,fixation,7780,259625.000000,259758.333333,133.333333,259290.000000,00:04:19.65800,107.590000,80.430000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,449,fixation,7785,259758.333333,259991.666667,233.333333,259456.666667,00:04:19.82500,147.160000,78.620000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,450,fixation,7806,260493.333333,260626.666667,133.333333,260158.333333,00:04:20.52700,106.420000,102.670000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,451,fixation,7815,260760.000000,260993.333333,233.333333,260458.333333,00:04:20.82700,114.980000,181.030000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,452,fixation,7828,260993.333333,261593.333333,600.000000,260891.666667,00:04:21.26000,97.320000,178.850000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,453,fixation,7862,262295.000000,262561.666667,266.666667,262026.666667,00:04:22.39500,206.920000,76.990000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,454,fixation,7871,262661.666667,262795.000000,133.333333,262326.666667,00:04:22.69500,134.690000,35.440000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,455,fixation,7881,262828.333333,263330.000000,501.666667,262661.666667,00:04:23.03000,168.300000,21.370000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,456,fixation,7890,263330.000000,263430.000000,100.000000,262961.666667,00:04:23.33000,229.720000,9.160000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,457,fixation,7924,264365.000000,264665.000000,300.000000,264096.666667,00:04:24.46500,171.920000,9.710000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,458,fixation,7935,264798.333333,264931.666667,133.333333,264463.333333,00:04:24.83200,166.350000,2.600000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,459,fixation,7943,265031.666667,265231.666667,200.000000,264730.000000,00:04:25.09800,144.360000,9.550000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,460,fixation,7952,265331.666667,265531.666667,200.000000,265030.000000,00:04:25.39800,214.750000,18.140000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,461,fixation,7961,265631.666667,265866.666667,235.000000,265331.666667,00:04:25.70000,187.540000,76.820000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,462,fixation,7973,266066.666667,266233.333333,166.666667,265731.666667,00:04:26.10000,109.700000,13.060000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,463,fixation,7982,266300.000000,266566.666667,266.666667,266031.666667,00:04:26.40000,104.370000,63.160000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,464,fixation,7993,266733.333333,266900.000000,166.666667,266398.333333,00:04:26.76700,175.040000,27.100000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,465,fixation,8000,266933.333333,267168.333333,235.000000,266631.666667,00:04:27.00000,150.650000,19.410000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,466,fixation,8009,267201.666667,267468.333333,266.666667,266933.333333,00:04:27.30200,126.630000,7.380000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,467,fixation,8018,267501.666667,267768.333333,266.666667,267233.333333,00:04:27.60200,110.740000,48.180000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,468,fixation,8025,267768.333333,268001.666667,233.333333,267466.666667,00:04:27.83500,139.610000,79.630000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,469,fixation,8033,268101.666667,268201.666667,100.000000,267733.333333,00:04:28.10200,235.410000,215.980000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,470,fixation,8052,268703.333333,268870.000000,166.666667,268368.333333,00:04:28.73700,116.110000,169.300000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,471,fixation,8061,268903.333333,269236.666667,333.333333,268668.333333,00:04:29.03700,134.850000,181.520000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,472,fixation,8094,270105.000000,270271.666667,166.666667,269770.000000,00:04:30.13800,181.960000,206.010000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,473,fixation,8109,270605.000000,270771.666667,166.666667,270270.000000,00:04:30.63800,124.100000,174.810000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,474,fixation,8120,270971.666667,271140.000000,168.333333,270636.666667,00:04:31.00500,49.660000,127.620000,-1000.000000,-1000.000000,,,
BDL037_Suna_EyeTracking_Walk2_Render.mov,475,fixation,8127,271240.000000,271340.000000,100.000000,270871.666667,00:04:31.24000,133.150000,49.460000,-1000.000000,-1000.000000,,,
