/Users/pslive1/Documents/Walk_Projext/BDL064_Kermit_EyeTracking_Walk/BDL064_Kermit_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes
BDL064_Kermit_EyeTracking_Walk.mov,751,fixation,15021,501093.333333,501626.666667,533.333333,500958.333333,00:08:21.32700,184.430000,166.510000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,752,fixation,15042,501995.000000,502161.666667,166.666667,501660.000000,00:08:22.02800,277.470000,236.920000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,753,fixation,15060,502195.000000,503161.666667,966.666667,502260.000000,00:08:22.62800,203.680000,194.180000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,754,fixation,15093,503396.666667,504130.000000,733.333333,503361.666667,00:08:23.73000,211.880000,242.430000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,755,fixation,15107,504130.000000,504363.333333,233.333333,503828.333333,00:08:24.19700,168.710000,179.250000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,756,fixation,15118,504396.666667,504798.333333,401.666667,504195.000000,00:08:24.56300,152.150000,166.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,757,fixation,15129,504831.666667,505131.666667,300.000000,504563.333333,00:08:24.93200,124.080000,188.470000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,758,fixation,15139,505265.000000,505365.000000,100.000000,504896.666667,00:08:25.26500,95.420000,203.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,759,fixation,15148,505565.000000,505665.000000,100.000000,505196.666667,00:08:25.56500,97.500000,162.880000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,760,fixation,15151,505665.000000,505765.000000,100.000000,505296.666667,00:08:25.66500,118.850000,151.900000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,761,fixation,15159,505931.666667,506033.333333,101.666667,505563.333333,00:08:25.93200,148.260000,145.260000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,762,fixation,15168,506200.000000,506333.333333,133.333333,505865.000000,00:08:26.23300,266.570000,80.110000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,763,fixation,15179,506600.000000,506700.000000,100.000000,506231.666667,00:08:26.60000,132.420000,34.270000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,764,fixation,15195,506933.333333,507435.000000,501.666667,506765.000000,00:08:27.13300,159.040000,165.970000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,765,fixation,15207,507435.000000,507735.000000,300.000000,507166.666667,00:08:27.53500,151.630000,181.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,766,fixation,15228,507735.000000,508803.333333,1068.333333,507866.666667,00:08:28.23500,114.870000,221.180000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,767,fixation,15251,509003.333333,509103.333333,100.000000,508635.000000,00:08:29.00300,205.070000,74.760000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,768,fixation,15293,509303.333333,511606.666667,2303.333333,510036.666667,00:08:30.40500,93.480000,218.570000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,769,fixation,15335,511773.333333,511906.666667,133.333333,511438.333333,00:08:31.80700,202.700000,115.510000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,770,fixation,15362,511973.333333,513508.333333,1535.000000,512340.000000,00:08:32.70800,139.260000,183.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,771,fixation,15390,513575.000000,513808.333333,233.333333,513273.333333,00:08:33.64200,73.860000,173.310000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,772,fixation,15405,513808.333333,514543.333333,735.000000,513775.000000,00:08:34.14300,97.750000,208.800000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,773,fixation,15423,514543.333333,515010.000000,466.666667,514375.000000,00:08:34.74300,125.250000,179.180000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,774,fixation,15434,515010.000000,515310.000000,300.000000,514741.666667,00:08:35.11000,141.570000,162.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,775,fixation,15459,515310.000000,516645.000000,1335.000000,515576.666667,00:08:35.94500,124.510000,155.600000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,776,fixation,15484,516680.000000,516946.666667,266.666667,516411.666667,00:08:36.78000,155.730000,170.400000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,777,fixation,15493,516980.000000,517246.666667,266.666667,516711.666667,00:08:37.08000,97.130000,191.310000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,778,fixation,15499,517246.666667,517380.000000,133.333333,516911.666667,00:08:37.28000,90.890000,203.700000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,779,fixation,15523,517380.000000,518881.666667,1501.666667,517713.333333,00:08:38.08200,71.020000,231.890000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,780,fixation,15560,519215.000000,519516.666667,301.666667,518946.666667,00:08:39.31500,155.100000,161.530000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,781,fixation,15581,519516.666667,520616.666667,1100.000000,519648.333333,00:08:40.01700,144.150000,195.510000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,782,fixation,15603,520650.000000,520918.333333,268.333333,520383.333333,00:08:40.75200,178.510000,139.310000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,783,fixation,15615,520951.666667,521418.333333,466.666667,520783.333333,00:08:41.15200,110.450000,196.890000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,784,fixation,15627,521451.666667,521718.333333,266.666667,521183.333333,00:08:41.55200,85.430000,189.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,785,fixation,15638,521718.333333,522186.666667,468.333333,521550.000000,00:08:41.91800,63.250000,209.960000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,786,fixation,15652,522386.666667,522486.666667,100.000000,522018.333333,00:08:42.38700,184.510000,80.440000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,787,fixation,15690,522586.666667,524790.000000,2203.333333,523286.666667,00:08:43.65500,142.460000,179.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,788,fixation,15727,524856.666667,525023.333333,166.666667,524521.666667,00:08:44.89000,178.670000,116.740000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,789,fixation,15736,525156.666667,525290.000000,133.333333,524821.666667,00:08:45.19000,76.510000,198.270000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,790,fixation,15740,525290.000000,525423.333333,133.333333,524955.000000,00:08:45.32300,61.250000,199.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,791,fixation,15754,525556.666667,526091.666667,535.000000,525421.666667,00:08:45.79000,17.050000,237.360000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,792,fixation,15767,526125.000000,526391.666667,266.666667,525856.666667,00:08:46.22500,59.870000,160.280000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,793,fixation,15779,526625.000000,526725.000000,100.000000,526256.666667,00:08:46.62500,121.240000,114.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,794,fixation,15800,526791.666667,527926.666667,1135.000000,526956.666667,00:08:47.32500,72.600000,178.940000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,795,fixation,15837,528260.000000,528961.666667,701.666667,528191.666667,00:08:48.56000,145.350000,132.210000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,796,fixation,15873,529328.333333,530263.333333,935.000000,529393.333333,00:08:49.76200,56.460000,162.820000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,797,fixation,15900,530530.000000,530896.666667,366.666667,530295.000000,00:08:50.66300,137.000000,152.890000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,798,fixation,15921,531230.000000,531598.333333,368.333333,530996.666667,00:08:51.36500,24.940000,225.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,799,fixation,15939,531865.000000,532131.666667,266.666667,531596.666667,00:08:51.96500,167.410000,125.120000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,800,fixation,15948,532165.000000,532465.000000,300.000000,531896.666667,00:08:52.26500,156.060000,124.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,801,fixation,15963,532465.000000,533166.666667,701.666667,532398.333333,00:08:52.76700,107.270000,116.690000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,802,fixation,16000,533200.000000,534901.666667,1701.666667,533631.666667,00:08:54.00000,44.490000,228.320000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,803,fixation,16037,535235.000000,535335.000000,100.000000,534866.666667,00:08:55.23500,162.640000,135.940000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,804,fixation,16044,535403.333333,535603.333333,200.000000,535101.666667,00:08:55.47000,180.680000,78.350000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,805,fixation,16051,535670.000000,535836.666667,166.666667,535335.000000,00:08:55.70300,212.600000,127.430000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,806,fixation,16059,535936.666667,536070.000000,133.333333,535601.666667,00:08:55.97000,173.480000,93.860000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,807,fixation,16088,536370.000000,537571.666667,1201.666667,536570.000000,00:08:56.93800,133.130000,186.270000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,808,fixation,16116,537671.666667,538173.333333,501.666667,537503.333333,00:08:57.87200,222.690000,178.780000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,809,fixation,16132,538406.666667,538506.666667,100.000000,538038.333333,00:08:58.40700,155.710000,152.700000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,810,fixation,16136,538506.666667,538673.333333,166.666667,538171.666667,00:08:58.54000,121.580000,158.000000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,811,fixation,16169,538673.333333,540675.000000,2001.666667,539273.333333,00:08:59.64200,74.520000,209.800000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,812,fixation,16222,541110.000000,541810.000000,700.000000,541041.666667,00:09:01.41000,187.570000,172.570000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,813,fixation,16238,541843.333333,542111.666667,268.333333,541575.000000,00:09:01.94300,236.450000,188.060000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,814,fixation,16249,542245.000000,542478.333333,233.333333,541943.333333,00:09:02.31200,177.240000,140.560000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,815,fixation,16283,542478.333333,544480.000000,2001.666667,543078.333333,00:09:03.44700,141.300000,175.060000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,816,fixation,16317,544480.000000,544781.666667,301.666667,544211.666667,00:09:04.58000,154.980000,119.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,817,fixation,16335,544781.666667,545681.666667,900.000000,544813.333333,00:09:05.18200,132.990000,169.040000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,818,fixation,16355,545815.000000,545948.333333,133.333333,545480.000000,00:09:05.84800,214.640000,161.420000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,819,fixation,16378,546015.000000,547316.666667,1301.666667,546248.333333,00:09:06.61700,162.930000,167.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,820,fixation,16409,547385.000000,547985.000000,600.000000,547283.333333,00:09:07.65200,219.350000,116.800000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,821,fixation,16426,548051.666667,548451.666667,400.000000,547850.000000,00:09:08.21800,149.020000,122.400000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,822,fixation,16448,548853.333333,549153.333333,300.000000,548585.000000,00:09:08.95300,89.540000,174.380000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,823,fixation,16460,549353.333333,549453.333333,100.000000,548985.000000,00:09:09.35300,157.510000,115.860000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,824,fixation,16468,549520.000000,549786.666667,266.666667,549251.666667,00:09:09.62000,205.220000,119.190000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,825,fixation,16480,549953.333333,550188.333333,235.000000,549651.666667,00:09:10.02000,178.060000,210.610000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,826,fixation,16487,550255.000000,550355.000000,100.000000,549886.666667,00:09:10.25500,218.190000,160.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,827,fixation,16501,550388.333333,551121.666667,733.333333,550353.333333,00:09:10.72200,131.680000,125.740000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,828,fixation,16518,551221.666667,551423.333333,201.666667,550920.000000,00:09:11.28800,159.940000,87.750000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,829,fixation,16527,551490.000000,551756.666667,266.666667,551221.666667,00:09:11.59000,148.810000,101.320000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,830,fixation,16535,551756.666667,552023.333333,266.666667,551488.333333,00:09:11.85700,131.710000,107.940000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,831,fixation,16543,552056.666667,552256.666667,200.000000,551755.000000,00:09:12.12300,173.900000,103.810000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,832,fixation,16554,552456.666667,552623.333333,166.666667,552121.666667,00:09:12.49000,103.120000,126.940000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,833,fixation,16559,552656.666667,552758.333333,101.666667,552288.333333,00:09:12.65700,112.930000,114.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,834,fixation,16570,552758.333333,553391.666667,633.333333,552656.666667,00:09:13.02500,168.190000,104.160000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,835,fixation,16594,553591.666667,554126.666667,535.000000,553456.666667,00:09:13.82500,50.120000,194.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,836,fixation,16631,554160.000000,556028.333333,1868.333333,554691.666667,00:09:15.06000,112.230000,197.520000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,837,fixation,16666,556161.666667,556361.666667,200.000000,555860.000000,00:09:16.22800,23.860000,234.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,838,fixation,16678,556361.666667,556963.333333,601.666667,556260.000000,00:09:16.62800,60.700000,217.950000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,839,fixation,16693,557063.333333,557263.333333,200.000000,556761.666667,00:09:17.13000,125.140000,134.690000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,840,fixation,16730,557263.333333,559566.666667,2303.333333,557996.666667,00:09:18.36500,149.690000,139.450000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,841,fixation,16768,559600.000000,559766.666667,166.666667,559265.000000,00:09:19.63300,186.740000,150.130000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,842,fixation,16776,559800.000000,560066.666667,266.666667,559531.666667,00:09:19.90000,216.580000,142.720000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,843,fixation,16790,560266.666667,560566.666667,300.000000,559998.333333,00:09:20.36700,111.450000,111.160000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,844,fixation,16804,560633.333333,561101.666667,468.333333,560466.666667,00:09:20.83500,88.010000,86.570000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,845,fixation,16815,561101.666667,561401.666667,300.000000,560833.333333,00:09:21.20200,98.730000,109.570000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,846,fixation,16832,561668.333333,561935.000000,266.666667,561400.000000,00:09:21.76800,192.180000,85.040000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,847,fixation,16840,561935.000000,562203.333333,268.333333,561666.666667,00:09:22.03500,161.520000,74.980000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,848,fixation,16870,562336.666667,563838.333333,1501.666667,562668.333333,00:09:23.03700,132.680000,106.870000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,849,fixation,16919,563938.333333,565506.666667,1568.333333,564303.333333,00:09:24.67200,195.460000,141.490000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,850,fixation,16982,565773.333333,567843.333333,2070.000000,566406.666667,00:09:26.77500,128.460000,174.560000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,851,fixation,17022,567843.333333,568476.666667,633.333333,567741.666667,00:09:28.11000,202.260000,150.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,852,fixation,17042,568745.000000,568878.333333,133.333333,568410.000000,00:09:28.77800,75.290000,190.520000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,853,fixation,17047,568945.000000,569045.000000,100.000000,568576.666667,00:09:28.94500,22.350000,188.780000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,854,fixation,17062,569411.666667,569545.000000,133.333333,569076.666667,00:09:29.44500,128.990000,46.440000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,855,fixation,17076,569711.666667,570180.000000,468.333333,569543.333333,00:09:29.91200,183.250000,150.790000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,856,fixation,17088,570280.000000,570446.666667,166.666667,569945.000000,00:09:30.31300,120.060000,164.510000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,857,fixation,17096,570446.666667,570780.000000,333.333333,570211.666667,00:09:30.58000,87.190000,154.430000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,858,fixation,17107,570913.333333,571080.000000,166.666667,570578.333333,00:09:30.94700,95.350000,144.460000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,859,fixation,17118,571313.333333,571415.000000,101.666667,570945.000000,00:09:31.31300,28.000000,127.460000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,860,fixation,17148,572248.333333,572481.666667,233.333333,571946.666667,00:09:32.31500,235.090000,119.280000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,861,fixation,17155,572548.333333,572648.333333,100.000000,572180.000000,00:09:32.54800,290.080000,78.140000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,862,fixation,17161,572648.333333,572916.666667,268.333333,572381.666667,00:09:32.75000,294.560000,66.470000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,863,fixation,17174,573116.666667,573316.666667,200.000000,572815.000000,00:09:33.18300,248.330000,181.280000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,864,fixation,17189,573683.333333,573783.333333,100.000000,573315.000000,00:09:33.68300,170.630000,46.820000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,865,fixation,17196,573783.333333,574151.666667,368.333333,573548.333333,00:09:33.91700,194.170000,54.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,866,fixation,17210,574351.666667,574485.000000,133.333333,574016.666667,00:09:34.38500,126.920000,181.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,867,fixation,17229,574751.666667,575385.000000,633.333333,574650.000000,00:09:35.01800,202.240000,109.520000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,868,fixation,17242,575385.000000,575620.000000,235.000000,575085.000000,00:09:35.45300,195.110000,123.030000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,869,fixation,17249,575620.000000,575853.333333,233.333333,575318.333333,00:09:35.68700,205.620000,125.490000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,870,fixation,17260,576053.333333,576153.333333,100.000000,575685.000000,00:09:36.05300,94.880000,196.300000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,871,fixation,17316,576153.333333,579791.666667,3638.333333,577553.333333,00:09:37.92200,127.590000,169.350000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,872,fixation,17375,579791.666667,580091.666667,300.000000,579523.333333,00:09:39.89200,148.370000,182.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,873,fixation,17397,580091.666667,581226.666667,1135.000000,580256.666667,00:09:40.62500,126.070000,192.160000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,874,fixation,17448,581526.666667,583195.000000,1668.333333,581960.000000,00:09:42.32800,211.800000,135.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,875,fixation,17508,583195.000000,585531.666667,2336.666667,583961.666667,00:09:44.33000,254.960000,220.360000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,876,fixation,17561,585865.000000,586433.333333,568.333333,585731.666667,00:09:46.10000,163.180000,94.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,877,fixation,17574,586433.333333,586700.000000,266.666667,586165.000000,00:09:46.53300,225.920000,113.190000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,878,fixation,17586,586933.333333,587033.333333,100.000000,586565.000000,00:09:46.93300,122.160000,97.570000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,879,fixation,17596,587200.000000,587400.000000,200.000000,586898.333333,00:09:47.26700,173.350000,118.190000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,880,fixation,17603,587400.000000,587701.666667,301.666667,587133.333333,00:09:47.50200,184.620000,136.090000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,881,fixation,17617,587701.666667,588335.000000,633.333333,587600.000000,00:09:47.96800,201.870000,181.050000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,882,fixation,17632,588401.666667,588601.666667,200.000000,588100.000000,00:09:48.46800,156.420000,196.970000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,883,fixation,17655,589136.666667,589436.666667,300.000000,588868.333333,00:09:49.23700,108.060000,261.470000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,884,fixation,17664,589436.666667,589736.666667,300.000000,589168.333333,00:09:49.53700,139.500000,199.060000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,885,fixation,17675,589870.000000,590036.666667,166.666667,589535.000000,00:09:49.90300,122.620000,162.730000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,886,fixation,17689,590036.666667,590771.666667,735.000000,590003.333333,00:09:50.37200,90.310000,136.430000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,887,fixation,17712,590771.666667,591606.666667,835.000000,590770.000000,00:09:51.13800,165.720000,116.300000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,888,fixation,17742,591606.666667,592740.000000,1133.333333,591771.666667,00:09:52.14000,225.250000,202.090000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,889,fixation,17772,593141.666667,593241.666667,100.000000,592773.333333,00:09:53.14200,145.660000,187.000000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,890,fixation,17779,593375.000000,593475.000000,100.000000,593006.666667,00:09:53.37500,239.570000,166.810000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,891,fixation,17793,593541.666667,594243.333333,701.666667,593473.333333,00:09:53.84200,265.020000,210.850000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,892,fixation,17811,594276.666667,594710.000000,433.333333,594075.000000,00:09:54.44300,201.230000,186.850000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,893,fixation,17822,594776.666667,594910.000000,133.333333,594441.666667,00:09:54.81000,168.950000,183.280000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,894,fixation,17825,594910.000000,595010.000000,100.000000,594541.666667,00:09:54.91000,140.280000,178.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,895,fixation,17839,595076.666667,595745.000000,668.333333,595008.333333,00:09:55.37700,205.810000,204.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,896,fixation,17860,596011.666667,596211.666667,200.000000,595710.000000,00:09:56.07800,158.580000,57.520000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,897,fixation,17884,596678.333333,597180.000000,501.666667,596511.666667,00:09:56.88000,122.620000,221.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,898,fixation,17927,597246.666667,599450.000000,2203.333333,597946.666667,00:09:58.31500,143.350000,133.690000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,899,fixation,17976,599483.333333,600516.666667,1033.333333,599581.666667,00:09:59.95000,128.850000,143.250000,-1000.000000,-1000.000000,,,
