/Users/pslive1/Documents/Walk_Projext/BDL064_Kermit_EyeTracking_Walk/BDL064_Kermit_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes
BDL064_Kermit_EyeTracking_Walk.mov,410,fixation,7875,262661.666667,263063.333333,401.666667,262460.000000,00:04:22.82800,365.920000,142.560000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,411,fixation,7886,263096.666667,263363.333333,266.666667,262828.333333,00:04:23.19700,354.000000,199.870000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,412,fixation,7893,263363.333333,263563.333333,200.000000,263061.666667,00:04:23.43000,334.210000,186.820000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,413,fixation,7898,263563.333333,263730.000000,166.666667,263228.333333,00:04:23.59700,348.620000,165.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,414,fixation,7903,263730.000000,263863.333333,133.333333,263395.000000,00:04:23.76300,385.270000,144.310000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,415,fixation,7910,263930.000000,264163.333333,233.333333,263628.333333,00:04:23.99700,407.800000,97.210000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,416,fixation,7923,264230.000000,264731.666667,501.666667,264063.333333,00:04:24.43200,376.960000,141.010000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,417,fixation,7935,264731.666667,265031.666667,300.000000,264463.333333,00:04:24.83200,407.200000,174.770000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,418,fixation,7947,265065.000000,265498.333333,433.333333,264863.333333,00:04:25.23200,358.600000,159.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,419,fixation,7955,265498.333333,265598.333333,100.000000,265130.000000,00:04:25.49800,405.690000,147.490000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,420,fixation,7961,265700.000000,265800.000000,100.000000,265331.666667,00:04:25.70000,346.380000,104.750000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,421,fixation,7965,265800.000000,265933.333333,133.333333,265465.000000,00:04:25.83300,327.060000,122.800000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,422,fixation,7972,266000.000000,266233.333333,233.333333,265698.333333,00:04:26.06700,355.720000,167.040000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,423,fixation,7980,266233.333333,266500.000000,266.666667,265965.000000,00:04:26.33300,336.370000,200.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,424,fixation,7991,266500.000000,267000.000000,500.000000,266331.666667,00:04:26.70000,302.480000,158.100000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,425,fixation,8000,267000.000000,267101.666667,101.666667,266631.666667,00:04:27.00000,331.860000,168.880000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,426,fixation,8009,267201.666667,267468.333333,266.666667,266933.333333,00:04:27.30200,301.700000,115.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,427,fixation,8020,267635.000000,267801.666667,166.666667,267300.000000,00:04:27.66800,321.370000,211.750000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,428,fixation,8027,267801.666667,268101.666667,300.000000,267533.333333,00:04:27.90200,311.840000,207.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,429,fixation,8036,268168.333333,268335.000000,166.666667,267833.333333,00:04:28.20200,316.390000,199.420000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,430,fixation,8042,268335.000000,268570.000000,235.000000,268035.000000,00:04:28.40300,294.430000,181.490000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,431,fixation,8061,268570.000000,269570.000000,1000.000000,268668.333333,00:04:29.03700,280.840000,186.700000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,432,fixation,8082,269636.666667,269905.000000,268.333333,269370.000000,00:04:29.73800,258.240000,215.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,433,fixation,8090,269905.000000,270171.666667,266.666667,269636.666667,00:04:30.00500,245.960000,217.220000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,434,fixation,8098,270205.000000,270438.333333,233.333333,269903.333333,00:04:30.27200,241.910000,271.360000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,435,fixation,8107,270438.333333,270771.666667,333.333333,270203.333333,00:04:30.57200,242.470000,224.300000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,436,fixation,8129,271106.666667,271606.666667,500.000000,270938.333333,00:04:31.30700,146.320000,267.530000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,437,fixation,8152,271906.666667,272340.000000,433.333333,271705.000000,00:04:32.07300,276.240000,172.100000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,438,fixation,8163,272408.333333,272575.000000,166.666667,272073.333333,00:04:32.44200,338.610000,163.680000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,439,fixation,8176,272608.333333,273241.666667,633.333333,272506.666667,00:04:32.87500,379.490000,201.070000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,440,fixation,8197,273575.000000,273675.000000,100.000000,273206.666667,00:04:33.57500,259.560000,164.320000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,441,fixation,8204,273776.666667,273943.333333,166.666667,273441.666667,00:04:33.81000,265.930000,110.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,442,fixation,8217,274043.333333,274543.333333,500.000000,273875.000000,00:04:34.24300,297.240000,205.470000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,443,fixation,8227,274543.333333,274710.000000,166.666667,274208.333333,00:04:34.57700,279.720000,197.460000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,444,fixation,8232,274710.000000,274843.333333,133.333333,274375.000000,00:04:34.74300,267.710000,228.100000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,445,fixation,8235,274843.333333,274943.333333,100.000000,274475.000000,00:04:34.84300,272.090000,238.070000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,446,fixation,8241,275010.000000,275145.000000,135.000000,274676.666667,00:04:35.04500,322.200000,179.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,447,fixation,8260,275678.333333,275778.333333,100.000000,275310.000000,00:04:35.67800,285.600000,269.480000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,448,fixation,8264,275778.333333,275911.666667,133.333333,275443.333333,00:04:35.81200,287.130000,246.370000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,449,fixation,8279,276311.666667,276413.333333,101.666667,275943.333333,00:04:36.31200,342.160000,169.830000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,450,fixation,8283,276446.666667,276546.666667,100.000000,276078.333333,00:04:36.44700,310.380000,190.510000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,451,fixation,8302,276780.000000,277446.666667,666.666667,276711.666667,00:04:37.08000,428.600000,211.930000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,452,fixation,8323,277680.000000,277948.333333,268.333333,277413.333333,00:04:37.78200,319.830000,175.780000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,453,fixation,8354,277948.333333,279783.333333,1835.000000,278446.666667,00:04:38.81500,340.570000,192.000000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,454,fixation,8388,279816.666667,280183.333333,366.666667,279581.666667,00:04:39.95000,319.670000,191.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,455,fixation,8410,280216.666667,281218.333333,1001.666667,280316.666667,00:04:40.68500,317.520000,201.750000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,456,fixation,8437,281451.666667,281820.000000,368.333333,281216.666667,00:04:41.58500,390.670000,100.770000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,457,fixation,8459,282153.333333,282586.666667,433.333333,281951.666667,00:04:42.32000,417.930000,208.540000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,458,fixation,8468,282620.000000,282720.000000,100.000000,282251.666667,00:04:42.62000,422.630000,182.250000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,459,fixation,8471,282720.000000,282820.000000,100.000000,282351.666667,00:04:42.72000,422.570000,166.050000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,460,fixation,8474,282820.000000,282920.000000,100.000000,282451.666667,00:04:42.82000,423.280000,148.140000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,461,fixation,8485,283188.333333,283288.333333,100.000000,282820.000000,00:04:43.18800,269.880000,207.030000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,462,fixation,8505,283355.000000,284456.666667,1101.666667,283486.666667,00:04:43.85500,284.530000,203.470000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,463,fixation,8527,284490.000000,284756.666667,266.666667,284221.666667,00:04:44.59000,321.880000,127.780000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,464,fixation,8533,284790.000000,284890.000000,100.000000,284421.666667,00:04:44.79000,318.770000,160.860000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,465,fixation,8538,284956.666667,285056.666667,100.000000,284588.333333,00:04:44.95700,363.490000,162.560000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,466,fixation,8544,285123.333333,285290.000000,166.666667,284788.333333,00:04:45.15700,399.040000,173.340000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,467,fixation,8548,285290.000000,285390.000000,100.000000,284921.666667,00:04:45.29000,388.620000,181.600000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,468,fixation,8576,285390.000000,287126.666667,1736.666667,285856.666667,00:04:46.22500,364.620000,303.750000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,469,fixation,8606,287193.333333,287326.666667,133.333333,286858.333333,00:04:47.22700,390.310000,291.190000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,470,fixation,8614,287393.333333,287660.000000,266.666667,287125.000000,00:04:47.49300,434.000000,276.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,471,fixation,8635,287693.333333,288795.000000,1101.666667,287825.000000,00:04:48.19300,364.440000,328.240000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,472,fixation,8677,288795.000000,290463.333333,1668.333333,289226.666667,00:04:49.59500,345.750000,413.640000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,473,fixation,8711,290730.000000,290830.000000,100.000000,290361.666667,00:04:50.73000,416.020000,234.800000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,474,fixation,8719,290896.666667,291165.000000,268.333333,290628.333333,00:04:50.99700,353.850000,256.380000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,475,fixation,8760,292065.000000,292766.666667,701.666667,291996.666667,00:04:52.36500,268.610000,200.480000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,476,fixation,8776,292833.333333,293066.666667,233.333333,292531.666667,00:04:52.90000,178.240000,256.340000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,477,fixation,8796,293166.666667,294068.333333,901.666667,293198.333333,00:04:53.56700,257.360000,196.060000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,478,fixation,8822,294335.000000,294635.000000,300.000000,294066.666667,00:04:54.43500,378.680000,200.410000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,479,fixation,8845,294968.333333,295503.333333,535.000000,294835.000000,00:04:55.20300,221.600000,175.110000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,480,fixation,8856,295536.666667,295703.333333,166.666667,295201.666667,00:04:55.57000,179.340000,192.460000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,481,fixation,8867,295903.333333,296070.000000,166.666667,295568.333333,00:04:55.93700,206.570000,143.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,482,fixation,8877,296070.000000,296538.333333,468.333333,295901.666667,00:04:56.27000,193.520000,159.440000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,483,fixation,8901,296538.333333,297671.666667,1133.333333,296703.333333,00:04:57.07200,237.500000,171.310000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,484,fixation,8949,297906.666667,299508.333333,1601.666667,298305.000000,00:04:58.67300,272.620000,112.740000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,485,fixation,8977,299575.000000,299708.333333,133.333333,299240.000000,00:04:59.60800,240.250000,206.540000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,486,fixation,8989,300008.333333,300108.333333,100.000000,299640.000000,00:05:00.00800,278.910000,67.220000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,487,fixation,9001,300175.000000,300743.333333,568.333333,300041.666667,00:05:00.41000,302.610000,98.880000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,488,fixation,9018,300743.333333,301310.000000,566.666667,300608.333333,00:05:00.97700,290.150000,99.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,489,fixation,9035,301310.000000,301845.000000,535.000000,301175.000000,00:05:01.54300,258.690000,19.700000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,490,fixation,9053,302078.333333,302278.333333,200.000000,301776.666667,00:05:02.14500,354.470000,86.000000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,491,fixation,9057,302278.333333,302378.333333,100.000000,301910.000000,00:05:02.27800,342.270000,107.270000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,492,fixation,9063,302478.333333,302578.333333,100.000000,302110.000000,00:05:02.47800,271.560000,130.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,493,fixation,9066,302578.333333,302678.333333,100.000000,302210.000000,00:05:02.57800,267.140000,129.940000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,494,fixation,9074,302845.000000,302945.000000,100.000000,302476.666667,00:05:02.84500,358.990000,78.500000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,495,fixation,9080,302945.000000,303213.333333,268.333333,302676.666667,00:05:03.04500,382.930000,87.360000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,496,fixation,9087,303213.333333,303413.333333,200.000000,302911.666667,00:05:03.28000,418.680000,122.590000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,497,fixation,9091,303413.333333,303513.333333,100.000000,303045.000000,00:05:03.41300,428.960000,140.340000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,498,fixation,9098,303546.666667,303846.666667,300.000000,303278.333333,00:05:03.64700,385.020000,122.860000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,499,fixation,9107,303846.666667,304113.333333,266.666667,303578.333333,00:05:03.94700,354.930000,153.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,500,fixation,9128,304113.333333,305248.333333,1135.000000,304280.000000,00:05:04.64800,371.020000,145.810000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,501,fixation,9148,305248.333333,305481.666667,233.333333,304946.666667,00:05:05.31500,384.120000,151.860000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,502,fixation,9160,305715.000000,305816.666667,101.666667,305346.666667,00:05:05.71500,404.520000,129.520000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,503,fixation,9171,306083.333333,306183.333333,100.000000,305715.000000,00:05:06.08300,350.100000,135.980000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,504,fixation,9176,306250.000000,306350.000000,100.000000,305881.666667,00:05:06.25000,301.740000,133.720000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,505,fixation,9179,306350.000000,306450.000000,100.000000,305981.666667,00:05:06.35000,300.230000,128.450000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,506,fixation,9185,306516.666667,306650.000000,133.333333,306181.666667,00:05:06.55000,304.130000,139.010000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,507,fixation,9190,306650.000000,306883.333333,233.333333,306348.333333,00:05:06.71700,319.210000,149.480000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,508,fixation,9198,306883.333333,307185.000000,301.666667,306615.000000,00:05:06.98300,283.450000,170.820000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,509,fixation,9213,307485.000000,307585.000000,100.000000,307116.666667,00:05:07.48500,429.690000,99.200000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,510,fixation,9226,307751.666667,308185.000000,433.333333,307550.000000,00:05:07.91800,386.380000,148.540000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,511,fixation,9243,308420.000000,308620.000000,200.000000,308118.333333,00:05:08.48700,257.230000,164.200000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,512,fixation,9260,308953.333333,309220.000000,266.666667,308685.000000,00:05:09.05300,365.890000,115.970000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,513,fixation,9268,309220.000000,309486.666667,266.666667,308951.666667,00:05:09.32000,370.670000,67.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,514,fixation,9282,309755.000000,309888.333333,133.333333,309420.000000,00:05:09.78800,408.320000,212.120000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,515,fixation,9288,309921.666667,310155.000000,233.333333,309620.000000,00:05:09.98800,418.430000,237.490000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,516,fixation,9299,310321.666667,310455.000000,133.333333,309986.666667,00:05:10.35500,327.980000,244.640000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,517,fixation,9313,310588.333333,311123.333333,535.000000,310453.333333,00:05:10.82200,304.970000,151.580000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,518,fixation,9326,311256.666667,311356.666667,100.000000,310888.333333,00:05:11.25700,384.630000,91.320000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,519,fixation,9346,311923.333333,312023.333333,100.000000,311555.000000,00:05:11.92300,488.630000,134.860000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,520,fixation,9358,312290.000000,312425.000000,135.000000,311955.000000,00:05:12.32300,418.570000,246.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,521,fixation,9367,312591.666667,312758.333333,166.666667,312256.666667,00:05:12.62500,467.100000,185.190000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,522,fixation,9378,312991.666667,313091.666667,100.000000,312623.333333,00:05:12.99200,342.090000,269.230000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,523,fixation,9399,313625.000000,313826.666667,201.666667,313323.333333,00:05:13.69200,457.140000,183.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,524,fixation,9409,313993.333333,314126.666667,133.333333,313658.333333,00:05:14.02700,362.770000,243.100000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,525,fixation,9418,314260.000000,314493.333333,233.333333,313958.333333,00:05:14.32700,340.010000,194.530000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,526,fixation,9442,314560.000000,315795.000000,1235.000000,314760.000000,00:05:15.12800,255.520000,203.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,527,fixation,9531,316361.666667,319900.000000,3538.333333,317730.000000,00:05:18.09800,353.570000,208.640000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,528,fixation,9590,320066.666667,320166.666667,100.000000,319698.333333,00:05:20.06700,365.220000,81.660000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,529,fixation,9613,320366.666667,321401.666667,1035.000000,320466.666667,00:05:20.83500,283.100000,222.140000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,530,fixation,9636,321601.666667,321701.666667,100.000000,321233.333333,00:05:21.60200,330.880000,165.180000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,531,fixation,9666,321701.666667,323605.000000,1903.333333,322235.000000,00:05:22.60300,293.360000,215.770000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,532,fixation,9702,323771.666667,323938.333333,166.666667,323436.666667,00:05:23.80500,354.410000,141.590000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,533,fixation,9715,324071.666667,324473.333333,401.666667,323870.000000,00:05:24.23800,310.810000,205.460000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,534,fixation,9750,324806.666667,326108.333333,1301.666667,325038.333333,00:05:25.40700,388.030000,214.870000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,535,fixation,9774,326141.666667,326375.000000,233.333333,325840.000000,00:05:26.20800,372.660000,189.150000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,536,fixation,9784,326475.000000,326675.000000,200.000000,326173.333333,00:05:26.54200,329.890000,154.070000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,537,fixation,9812,326708.333333,328343.333333,1635.000000,327108.333333,00:05:27.47700,301.250000,202.690000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,538,fixation,9844,328343.333333,328811.666667,468.333333,328176.666667,00:05:28.54500,296.520000,183.300000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,539,fixation,9856,328811.666667,329145.000000,333.333333,328576.666667,00:05:28.94500,349.260000,175.130000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,540,fixation,9866,329211.666667,329445.000000,233.333333,328910.000000,00:05:29.27800,328.630000,172.370000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,541,fixation,9892,329445.000000,330913.333333,1468.333333,329778.333333,00:05:30.14700,323.190000,253.360000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,542,fixation,9922,330913.333333,331448.333333,535.000000,330780.000000,00:05:31.14800,351.470000,212.520000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,543,fixation,9940,331515.000000,332048.333333,533.333333,331380.000000,00:05:31.74800,410.830000,179.370000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,544,fixation,9957,332281.666667,332415.000000,133.333333,331946.666667,00:05:32.31500,340.850000,102.890000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,545,fixation,9971,332783.333333,332883.333333,100.000000,332415.000000,00:05:32.78300,296.710000,55.650000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,546,fixation,9975,332883.333333,333016.666667,133.333333,332548.333333,00:05:32.91700,294.970000,72.980000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,547,fixation,9980,333050.000000,333183.333333,133.333333,332715.000000,00:05:33.08300,303.690000,89.080000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,548,fixation,9987,333216.666667,333483.333333,266.666667,332948.333333,00:05:33.31700,277.540000,127.740000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,549,fixation,9999,333516.666667,333985.000000,468.333333,333348.333333,00:05:33.71700,314.950000,83.020000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,550,fixation,10007,333985.000000,334085.000000,100.000000,333616.666667,00:05:33.98500,342.890000,120.090000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,551,fixation,10014,334151.666667,334385.000000,233.333333,333850.000000,00:05:34.21800,277.140000,163.630000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,552,fixation,10026,334585.000000,334751.666667,166.666667,334250.000000,00:05:34.61800,317.030000,94.200000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,553,fixation,10033,334818.333333,334951.666667,133.333333,334483.333333,00:05:34.85200,315.680000,140.170000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,554,fixation,10036,334951.666667,335051.666667,100.000000,334583.333333,00:05:34.95200,334.490000,153.620000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,555,fixation,10043,335085.000000,335353.333333,268.333333,334818.333333,00:05:35.18700,339.400000,144.700000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,556,fixation,10064,335386.666667,336455.000000,1068.333333,335518.333333,00:05:35.88700,302.350000,201.250000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,557,fixation,10088,336588.333333,336855.000000,266.666667,336320.000000,00:05:36.68800,225.080000,206.030000,-1000.000000,-1000.000000,,,
BDL064_Kermit_EyeTracking_Walk.mov,558,fixation,10110,336888.333333,338056.666667,1168.333333,337053.333333,00:05:37.42200,188.760000,295.030000,-1000.000000,-1000.000000,,,
