/Users/pslive1/Documents/Walk_Projext/BDL079_Daisy_Walk_RouteP1/BDL079_Daisy_Walk_RouteP1.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes
BDL079_Daisy_Walk_RouteP1.mov,148,fixation,2314,77200.000000,77366.666667,166.666667,77198.333333,00:01:17.23300,245.810000,171.530000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,149,fixation,2320,77366.666667,77566.666667,200.000000,77398.333333,00:01:17.43300,224.530000,160.860000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,150,fixation,2327,77633.333333,77766.666667,133.333333,77631.666667,00:01:17.66700,237.720000,147.430000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,151,fixation,2334,77800.000000,78066.666667,266.666667,77865.000000,00:01:17.90000,207.980000,120.500000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,152,fixation,2341,78066.666667,78268.333333,201.666667,78098.333333,00:01:18.13300,247.850000,125.810000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,153,fixation,2363,78801.666667,79001.666667,200.000000,78833.333333,00:01:18.86800,159.960000,157.830000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,154,fixation,2386,79570.000000,79770.000000,200.000000,79601.666667,00:01:19.63700,130.090000,244.950000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,155,fixation,2391,79803.333333,79903.333333,100.000000,79768.333333,00:01:19.80300,128.250000,225.200000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,156,fixation,2395,79936.666667,80036.666667,100.000000,79901.666667,00:01:19.93700,164.760000,189.830000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,157,fixation,2406,80036.666667,80636.666667,600.000000,80268.333333,00:01:20.30300,204.110000,173.400000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,158,fixation,2417,80636.666667,80803.333333,166.666667,80635.000000,00:01:20.67000,132.000000,185.050000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,159,fixation,2423,80838.333333,81005.000000,166.666667,80836.666667,00:01:20.87200,109.140000,192.560000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,160,fixation,2432,81038.333333,81371.666667,333.333333,81136.666667,00:01:21.17200,105.820000,191.610000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,161,fixation,2455,81905.000000,82038.333333,133.333333,81903.333333,00:01:21.93800,294.780000,164.990000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,162,fixation,2462,82173.333333,82273.333333,100.000000,82138.333333,00:01:22.17300,341.700000,146.440000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,163,fixation,2465,82273.333333,82373.333333,100.000000,82238.333333,00:01:22.27300,326.060000,147.060000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,164,fixation,2477,82640.000000,82806.666667,166.666667,82638.333333,00:01:22.67300,305.600000,116.160000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,165,fixation,2491,82940.000000,83406.666667,466.666667,83105.000000,00:01:23.14000,178.210000,161.770000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,166,fixation,2524,84141.666667,84408.333333,266.666667,84206.666667,00:01:24.24200,316.670000,157.330000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,167,fixation,2553,85210.000000,85310.000000,100.000000,85175.000000,00:01:25.21000,469.870000,271.770000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,168,fixation,2568,85676.666667,85810.000000,133.333333,85675.000000,00:01:25.71000,259.110000,201.810000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,169,fixation,2573,85876.666667,85976.666667,100.000000,85841.666667,00:01:25.87700,260.970000,202.560000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,170,fixation,2588,86345.000000,86478.333333,133.333333,86343.333333,00:01:26.37800,149.260000,117.260000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,171,fixation,2595,86478.333333,86845.000000,366.666667,86576.666667,00:01:26.61200,153.510000,157.480000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,172,fixation,2608,86978.333333,87178.333333,200.000000,87010.000000,00:01:27.04500,225.570000,143.480000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,173,fixation,2612,87178.333333,87278.333333,100.000000,87143.333333,00:01:27.17800,248.160000,138.590000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,174,fixation,2619,87278.333333,87646.666667,368.333333,87378.333333,00:01:27.41300,242.970000,136.930000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,175,fixation,2629,87713.333333,87846.666667,133.333333,87711.666667,00:01:27.74700,220.190000,149.340000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,176,fixation,2632,87846.666667,87946.666667,100.000000,87811.666667,00:01:27.84700,249.420000,167.630000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,177,fixation,2638,88013.333333,88146.666667,133.333333,88011.666667,00:01:28.04700,254.440000,162.930000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,178,fixation,2643,88146.666667,88380.000000,233.333333,88178.333333,00:01:28.21300,234.110000,160.250000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,179,fixation,2692,89481.666667,90283.333333,801.666667,89813.333333,00:01:29.84800,200.450000,211.030000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,180,fixation,2714,90383.333333,90883.333333,500.000000,90548.333333,00:01:30.58300,271.050000,234.050000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,181,fixation,2724,90883.333333,91050.000000,166.666667,90881.666667,00:01:30.91700,244.000000,228.140000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,182,fixation,2743,91116.666667,92085.000000,968.333333,91516.666667,00:01:31.55200,177.170000,191.180000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,183,fixation,2772,92485.000000,92620.000000,135.000000,92483.333333,00:01:32.51800,446.880000,186.100000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,184,fixation,2844,93220.000000,96725.000000,3505.000000,94886.666667,00:01:34.92200,270.230000,197.530000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,185,fixation,2902,96825.000000,96958.333333,133.333333,96823.333333,00:01:36.85800,112.560000,150.460000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,186,fixation,2910,97058.333333,97258.333333,200.000000,97090.000000,00:01:37.12500,111.750000,186.680000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,187,fixation,2919,97358.333333,97558.333333,200.000000,97390.000000,00:01:37.42500,124.530000,195.700000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,188,fixation,2923,97558.333333,97658.333333,100.000000,97523.333333,00:01:37.55800,118.900000,209.770000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,189,fixation,2928,97691.666667,97860.000000,168.333333,97690.000000,00:01:37.72500,108.300000,210.160000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,190,fixation,2935,97893.333333,98126.666667,233.333333,97925.000000,00:01:37.96000,121.660000,169.090000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,191,fixation,2940,98126.666667,98226.666667,100.000000,98091.666667,00:01:38.12700,256.780000,203.390000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,192,fixation,2962,98826.666667,98960.000000,133.333333,98825.000000,00:01:38.86000,100.410000,186.410000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,193,fixation,2978,99026.666667,99828.333333,801.666667,99360.000000,00:01:39.39500,167.720000,146.780000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,194,fixation,2995,99895.000000,100128.333333,233.333333,99926.666667,00:01:39.96200,88.010000,176.330000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,195,fixation,3015,100630.000000,100730.000000,100.000000,100595.000000,00:01:40.63000,221.500000,216.670000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,196,fixation,3031,101030.000000,101396.666667,366.666667,101128.333333,00:01:41.16300,316.660000,229.460000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,197,fixation,3041,101396.666667,101663.333333,266.666667,101461.666667,00:01:41.49700,245.220000,217.280000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,198,fixation,3093,103133.333333,103400.000000,266.666667,103198.333333,00:01:43.23300,146.400000,210.140000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,199,fixation,3103,103466.666667,103766.666667,300.000000,103531.666667,00:01:43.56700,201.350000,210.840000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,200,fixation,3111,103800.000000,103933.333333,133.333333,103798.333333,00:01:43.83300,184.750000,182.680000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,201,fixation,3116,103933.333333,104133.333333,200.000000,103965.000000,00:01:44.00000,158.540000,183.360000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,202,fixation,3122,104166.666667,104300.000000,133.333333,104165.000000,00:01:44.20000,205.650000,168.960000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,203,fixation,3131,104468.333333,104601.666667,133.333333,104466.666667,00:01:44.50200,155.810000,202.830000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,204,fixation,3155,104635.000000,106036.666667,1401.666667,105266.666667,00:01:45.30200,156.420000,170.560000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,205,fixation,3204,106938.333333,107038.333333,100.000000,106903.333333,00:01:46.93800,158.790000,177.000000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,206,fixation,3211,107038.333333,107405.000000,366.666667,107136.666667,00:01:47.17200,194.980000,146.060000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,207,fixation,3223,107538.333333,107705.000000,166.666667,107536.666667,00:01:47.57200,200.980000,150.760000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,208,fixation,3230,107771.666667,107905.000000,133.333333,107770.000000,00:01:47.80500,126.390000,162.520000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,209,fixation,3237,107938.333333,108205.000000,266.666667,108003.333333,00:01:48.03800,76.140000,161.870000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,210,fixation,3243,108240.000000,108340.000000,100.000000,108205.000000,00:01:48.24000,105.210000,155.350000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,211,fixation,3261,108840.000000,108940.000000,100.000000,108805.000000,00:01:48.84000,214.300000,213.970000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,212,fixation,3272,109206.666667,109306.666667,100.000000,109171.666667,00:01:49.20700,198.250000,217.220000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,213,fixation,3279,109406.666667,109575.000000,168.333333,109405.000000,00:01:49.44000,196.730000,217.400000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,214,fixation,3311,110475.000000,110608.333333,133.333333,110473.333333,00:01:50.50800,222.450000,248.260000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,215,fixation,3315,110608.333333,110775.000000,166.666667,110606.666667,00:01:50.64200,215.760000,234.190000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,216,fixation,3325,110976.666667,111076.666667,100.000000,110941.666667,00:01:50.97700,144.430000,243.550000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,217,fixation,3329,111076.666667,111210.000000,133.333333,111075.000000,00:01:51.11000,134.230000,247.740000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,218,fixation,3344,111576.666667,111743.333333,166.666667,111575.000000,00:01:51.61000,116.330000,262.390000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,219,fixation,3355,111943.333333,112110.000000,166.666667,111941.666667,00:01:51.97700,181.490000,221.300000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,220,fixation,3374,112578.333333,112745.000000,166.666667,112576.666667,00:01:52.61200,195.270000,217.260000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,221,fixation,3408,113145.000000,114413.333333,1268.333333,113711.666667,00:01:53.74700,225.880000,217.000000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,222,fixation,3451,114446.666667,116015.000000,1568.333333,115146.666667,00:01:55.18200,232.120000,211.720000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,223,fixation,3485,116283.333333,116416.666667,133.333333,116281.666667,00:01:56.31700,409.790000,221.620000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,224,fixation,3513,117183.333333,117418.333333,235.000000,117215.000000,00:01:57.25000,223.970000,206.010000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,225,fixation,3525,117418.333333,117985.000000,566.666667,117616.666667,00:01:57.65200,165.630000,202.230000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,226,fixation,3537,118018.333333,118151.666667,133.333333,118016.666667,00:01:58.05200,172.860000,205.520000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,227,fixation,3548,118151.666667,118753.333333,601.666667,118383.333333,00:01:58.41800,214.290000,172.650000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,228,fixation,3575,118753.333333,119955.000000,1201.666667,119285.000000,00:01:59.32000,175.880000,209.940000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,229,fixation,3595,119955.000000,120121.666667,166.666667,119953.333333,00:01:59.98800,200.550000,236.850000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,230,fixation,3600,120155.000000,120255.000000,100.000000,120120.000000,00:02:00.15500,190.170000,245.010000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,231,fixation,3603,120255.000000,120355.000000,100.000000,120220.000000,00:02:00.25500,191.930000,264.750000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,232,fixation,3609,120355.000000,120621.666667,266.666667,120420.000000,00:02:00.45500,204.300000,219.450000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,233,fixation,3614,120621.666667,120721.666667,100.000000,120586.666667,00:02:00.62200,191.670000,207.040000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,234,fixation,3624,120755.000000,121221.666667,466.666667,120920.000000,00:02:00.95500,201.930000,189.690000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,235,fixation,3640,121356.666667,121690.000000,333.333333,121455.000000,00:02:01.49000,253.100000,145.460000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,236,fixation,3669,122356.666667,122625.000000,268.333333,122421.666667,00:02:02.45700,144.200000,213.930000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,237,fixation,3676,122625.000000,122825.000000,200.000000,122656.666667,00:02:02.69200,109.460000,221.290000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,238,fixation,3680,122825.000000,122925.000000,100.000000,122790.000000,00:02:02.82500,100.450000,208.960000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,239,fixation,3689,123091.666667,123258.333333,166.666667,123090.000000,00:02:03.12500,49.270000,168.680000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,240,fixation,3697,123325.000000,123525.000000,200.000000,123356.666667,00:02:03.39200,52.850000,169.860000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,241,fixation,3703,123591.666667,123691.666667,100.000000,123556.666667,00:02:03.59200,69.490000,152.630000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,242,fixation,3707,123691.666667,123860.000000,168.333333,123690.000000,00:02:03.72500,91.880000,142.040000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,243,fixation,3718,123926.666667,124360.000000,433.333333,124058.333333,00:02:04.09300,149.250000,182.090000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,244,fixation,3756,125228.333333,125561.666667,333.333333,125326.666667,00:02:05.36200,310.640000,222.590000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,245,fixation,3791,125661.666667,127463.333333,1801.666667,126495.000000,00:02:06.53000,206.720000,175.880000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,246,fixation,3822,127530.000000,127663.333333,133.333333,127528.333333,00:02:07.56300,229.300000,173.960000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,247,fixation,3827,127730.000000,127831.666667,101.666667,127695.000000,00:02:07.73000,237.540000,184.630000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,248,fixation,3872,129166.666667,129366.666667,200.000000,129198.333333,00:02:09.23300,404.430000,181.130000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,249,fixation,3920,130835.000000,130935.000000,100.000000,130800.000000,00:02:10.83500,246.550000,315.620000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,250,fixation,3924,130935.000000,131068.333333,133.333333,130933.333333,00:02:10.96800,172.590000,269.240000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,251,fixation,3933,131268.333333,131368.333333,100.000000,131233.333333,00:02:11.26800,393.460000,331.970000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,252,fixation,3939,131435.000000,131568.333333,133.333333,131433.333333,00:02:11.46800,241.720000,208.230000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,253,fixation,3947,131703.333333,131870.000000,166.666667,131701.666667,00:02:11.73700,239.860000,209.750000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,254,fixation,4004,133571.666667,133805.000000,233.333333,133603.333333,00:02:13.63800,196.250000,188.910000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,255,fixation,4020,134105.000000,134306.666667,201.666667,134136.666667,00:02:14.17200,248.720000,207.110000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,256,fixation,4028,134406.666667,134573.333333,166.666667,134405.000000,00:02:14.44000,250.720000,207.250000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,257,fixation,4034,134606.666667,134773.333333,166.666667,134605.000000,00:02:14.64000,249.960000,207.130000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,258,fixation,4059,134906.666667,136108.333333,1201.666667,135438.333333,00:02:15.47300,251.740000,207.260000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,259,fixation,4082,136208.333333,136341.666667,133.333333,136206.666667,00:02:16.24200,248.920000,208.320000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,260,fixation,4115,137110.000000,137643.333333,533.333333,137308.333333,00:02:17.34300,244.480000,166.530000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,261,fixation,4134,137643.333333,138378.333333,735.000000,137941.666667,00:02:17.97700,218.250000,169.390000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,262,fixation,4152,138578.333333,138678.333333,100.000000,138543.333333,00:02:18.57800,284.420000,162.780000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,263,fixation,4168,138845.000000,139478.333333,633.333333,139076.666667,00:02:19.11200,227.150000,169.730000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,264,fixation,4182,139478.333333,139780.000000,301.666667,139545.000000,00:02:19.58000,249.850000,169.450000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,265,fixation,4189,139780.000000,139946.666667,166.666667,139778.333333,00:02:19.81300,263.370000,161.640000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,266,fixation,4194,139946.666667,140080.000000,133.333333,139945.000000,00:02:19.98000,281.780000,158.740000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,267,fixation,4204,140146.666667,140580.000000,433.333333,140278.333333,00:02:20.31300,358.040000,159.590000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,268,fixation,4217,140680.000000,140881.666667,201.666667,140711.666667,00:02:20.74700,227.870000,193.770000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,269,fixation,4226,140981.666667,141181.666667,200.000000,141013.333333,00:02:21.04800,398.090000,101.410000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,270,fixation,4246,141715.000000,141815.000000,100.000000,141680.000000,00:02:21.71500,190.860000,230.030000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,271,fixation,4279,142783.333333,142916.666667,133.333333,142781.666667,00:02:22.81700,272.190000,313.830000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,272,fixation,4287,143083.333333,143183.333333,100.000000,143048.333333,00:02:23.08300,204.750000,259.800000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,273,fixation,4291,143183.333333,143316.666667,133.333333,143181.666667,00:02:23.21700,177.000000,245.570000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,274,fixation,4297,143316.666667,143585.000000,268.333333,143383.333333,00:02:23.41800,201.570000,258.730000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,275,fixation,4318,144118.333333,144218.333333,100.000000,144083.333333,00:02:24.11800,247.170000,207.260000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,276,fixation,4331,144518.333333,144651.666667,133.333333,144516.666667,00:02:24.55200,249.960000,207.110000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,277,fixation,4337,144753.333333,144853.333333,100.000000,144718.333333,00:02:24.75300,369.510000,369.060000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,278,fixation,4381,146155.000000,146355.000000,200.000000,146186.666667,00:02:26.22200,270.030000,200.900000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,279,fixation,4389,146455.000000,146588.333333,133.333333,146453.333333,00:02:26.48800,277.750000,199.390000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,280,fixation,4394,146655.000000,146755.000000,100.000000,146620.000000,00:02:26.65500,268.010000,201.160000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,281,fixation,4412,147255.000000,147356.666667,101.666667,147220.000000,00:02:27.25500,360.890000,181.380000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,282,fixation,4436,148056.666667,148156.666667,100.000000,148021.666667,00:02:28.05700,256.180000,202.870000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,283,fixation,4449,148323.333333,148758.333333,435.000000,148455.000000,00:02:28.49000,256.160000,202.850000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,284,fixation,4470,149191.666667,149291.666667,100.000000,149156.666667,00:02:29.19200,250.740000,209.500000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,285,fixation,4484,149625.000000,149758.333333,133.333333,149623.333333,00:02:29.65800,252.690000,209.020000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,286,fixation,4488,149791.666667,149891.666667,100.000000,149756.666667,00:02:29.79200,256.000000,207.690000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,287,fixation,4502,150160.000000,150426.666667,266.666667,150225.000000,00:02:30.26000,266.370000,225.860000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,288,fixation,4521,150860.000000,151026.666667,166.666667,150858.333333,00:02:30.89300,254.000000,207.330000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,289,fixation,4527,151093.333333,151193.333333,100.000000,151058.333333,00:02:31.09300,400.090000,220.920000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,290,fixation,4536,151328.333333,151561.666667,233.333333,151360.000000,00:02:31.39500,297.230000,228.230000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,291,fixation,4544,151561.666667,151828.333333,266.666667,151626.666667,00:02:31.66200,281.700000,224.010000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,292,fixation,4549,151828.333333,151928.333333,100.000000,151793.333333,00:02:31.82800,300.390000,232.540000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,293,fixation,4556,151961.666667,152228.333333,266.666667,152026.666667,00:02:32.06200,246.560000,209.780000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,294,fixation,4585,152996.666667,153130.000000,133.333333,152995.000000,00:02:33.03000,591.760000,180.840000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,295,fixation,4588,153130.000000,153230.000000,100.000000,153095.000000,00:02:33.13000,614.310000,186.620000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,296,fixation,4601,153563.333333,153663.333333,100.000000,153528.333333,00:02:33.56300,121.020000,190.990000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,297,fixation,4604,153663.333333,153763.333333,100.000000,153628.333333,00:02:33.66300,286.030000,196.270000,-1000.000000,-1000.000000,,,
BDL079_Daisy_Walk_RouteP1.mov,298,fixation,4614,153796.666667,154298.333333,501.666667,153963.333333,00:02:33.99800,262.020000,202.330000,-1000.000000,-1000.000000,,,
