/Users/pslive1/Documents/Walk_Projext/BDL004_Goose_EyeTracking_Walk/BDL004_Goose_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,ToCut
BDL004_Goose_EyeTracking_Walk.mov,492,fixation,8216,273960,274560,600,274158.3333,04:34.2,266.95,372.99,80,80,
BDL004_Goose_EyeTracking_Walk.mov,493,fixation,8227,274560,274726.6667,166.666667,274525,04:34.6,302.78,364.34,80,80,
BDL004_Goose_EyeTracking_Walk.mov,494,fixation,8234,274793.3333,274960,166.666667,274758.3333,04:34.8,324.47,385.52,63,57,
BDL004_Goose_EyeTracking_Walk.mov,495,fixation,8241,274960,275261.6667,301.666667,274991.6667,04:35.1,325.51,372.62,63,70,
BDL004_Goose_EyeTracking_Walk.mov,496,fixation,8255,275528.3333,275628.3333,100,275460,04:35.5,320.09,463.45,66,46,
BDL004_Goose_EyeTracking_Walk.mov,497,fixation,8265,275828.3333,275995,166.666667,275793.3333,04:35.9,127.5,391.65,38,23,
BDL004_Goose_EyeTracking_Walk.mov,498,fixation,8275,276061.6667,276395,333.333333,276126.6667,04:36.2,97.15,387.14,29,30,
BDL004_Goose_EyeTracking_Walk.mov,499,fixation,8311,276963.3333,277898.3333,935,277328.3333,04:37.4,287.54,353.5,48,43,
BDL004_Goose_EyeTracking_Walk.mov,500,fixation,8336,278165,278398.3333,233.333333,278163.3333,04:38.2,303.29,314.69,42,45,
BDL004_Goose_EyeTracking_Walk.mov,501,fixation,8353,278431.6667,279266.6667,835,278730,04:38.8,280.93,320.18,52,52,
BDL004_Goose_EyeTracking_Walk.mov,502,fixation,8394,279633.3333,280768.3333,1135,280098.3333,04:40.2,255.49,303.54,68,68,
BDL004_Goose_EyeTracking_Walk.mov,503,fixation,8414,280801.6667,280935,133.333333,280766.6667,04:40.8,291.88,321.91,44,29,
BDL004_Goose_EyeTracking_Walk.mov,504,fixation,8421,281035,281168.3333,133.333333,281000,04:41.1,314.36,360.69,60,60,
BDL004_Goose_EyeTracking_Walk.mov,505,fixation,8431,281401.6667,281501.6667,100,281333.3333,04:41.4,322.48,308.92,63,38,
BDL004_Goose_EyeTracking_Walk.mov,506,fixation,8445,281770,282070,300,281801.6667,04:41.9,156.93,332.45,52,45,
BDL004_Goose_EyeTracking_Walk.mov,507,fixation,8453,282103.3333,282270,166.666667,282068.3333,04:42.1,150.45,402.6,68,68,
BDL004_Goose_EyeTracking_Walk.mov,508,fixation,8485,283005,283505,500,283136.6667,04:43.2,169.91,262.16,60,54,
BDL004_Goose_EyeTracking_Walk.mov,509,fixation,8496,283505,283738.3333,233.333333,283503.3333,04:43.6,239.46,325.94,60,60,
BDL004_Goose_EyeTracking_Walk.mov,510,fixation,8504,283771.6667,284005,233.333333,283770,04:43.8,265.89,339.16,72,66,
BDL004_Goose_EyeTracking_Walk.mov,511,fixation,8537,284005,285941.6667,1936.666667,284871.6667,04:44.9,223.82,341.67,58,45,
BDL004_Goose_EyeTracking_Walk.mov,512,fixation,8598,286843.3333,287210,366.666667,286908.3333,04:47.0,59.69,8.76,50,63,
BDL004_Goose_EyeTracking_Walk.mov,513,fixation,8609,287276.6667,287510,233.333333,287275,04:47.3,139.56,369.18,43,47,
BDL004_Goose_EyeTracking_Walk.mov,514,fixation,8629,287945,288178.3333,233.333333,287943.3333,04:48.0,121.11,377,51,54,
BDL004_Goose_EyeTracking_Walk.mov,515,fixation,8643,288411.6667,288645,233.333333,288410,04:48.5,120.05,367.2,51,49,
BDL004_Goose_EyeTracking_Walk.mov,516,fixation,8652,288778.3333,288878.3333,100,288710,04:48.8,226.71,291.02,80,80,
BDL004_Goose_EyeTracking_Walk.mov,517,fixation,8655,288878.3333,288978.3333,100,288810,04:48.9,218.02,287.16,75,69,
BDL004_Goose_EyeTracking_Walk.mov,518,fixation,8673,289480,289580,100,289411.6667,04:49.5,258.1,277.11,88,88,
BDL004_Goose_EyeTracking_Walk.mov,519,fixation,8678,289580,289780,200,289578.3333,04:49.6,256.06,309.41,84,84,
BDL004_Goose_EyeTracking_Walk.mov,520,fixation,8686,289846.6667,290046.6667,200,289845,04:49.9,312.82,321.99,78,72,
BDL004_Goose_EyeTracking_Walk.mov,521,fixation,8709,290180,291281.6667,1101.666667,290613.3333,04:50.7,269.29,356.58,76,68,
BDL004_Goose_EyeTracking_Walk.mov,522,fixation,8745,291816.6667,292050,233.333333,291815,04:51.9,126.4,381.89,38,34,
BDL004_Goose_EyeTracking_Walk.mov,523,fixation,8797,292350,294986.6667,2636.666667,293550,04:53.6,256.19,334.54,68,68,
BDL004_Goose_EyeTracking_Walk.mov,524,fixation,8843,294986.6667,295420,433.333333,295085,04:55.2,280.55,340.14,68,68,
BDL004_Goose_EyeTracking_Walk.mov,525,fixation,8853,295420,295655,235,295418.3333,04:55.5,270.29,320.45,72,72,
BDL004_Goose_EyeTracking_Walk.mov,526,fixation,8880,295655,297190,1535,296320,04:56.4,258.86,338.39,80,80,
BDL004_Goose_EyeTracking_Walk.mov,527,fixation,8908,297290,297423.3333,133.333333,297255,04:57.3,309.7,324.62,61,66,
BDL004_Goose_EyeTracking_Walk.mov,528,fixation,8921,297456.6667,298125,668.333333,297688.3333,04:57.8,271.05,344.85,61,55,
BDL004_Goose_EyeTracking_Walk.mov,529,fixation,8947,298291.6667,299058.3333,766.666667,298556.6667,04:58.6,275.4,316.46,63,61,
BDL004_Goose_EyeTracking_Walk.mov,530,fixation,8965,299225,299325,100,299156.6667,04:59.2,171.85,213.91,62,66,
BDL004_Goose_EyeTracking_Walk.mov,531,fixation,8969,299325,299493.3333,168.333333,299290,04:59.4,188.63,224.83,63,66,
BDL004_Goose_EyeTracking_Walk.mov,532,fixation,8988,299626.6667,300460,833.333333,299925,05:00.0,246.35,313.15,76,71,
BDL004_Goose_EyeTracking_Walk.mov,533,fixation,9017,300928.3333,301061.6667,133.333333,300893.3333,05:01.0,302.42,262.09,76,76,
BDL004_Goose_EyeTracking_Walk.mov,534,fixation,9029,301095,301695,600,301293.3333,05:01.4,251.6,305.95,62,60,
BDL004_Goose_EyeTracking_Walk.mov,535,fixation,9053,302063.3333,302330,266.666667,302095,05:02.2,190.86,351.13,56,46,
BDL004_Goose_EyeTracking_Walk.mov,536,fixation,9068,302496.6667,302896.6667,400,302595,05:02.7,119.39,386.91,68,58,
BDL004_Goose_EyeTracking_Walk.mov,537,fixation,9085,303231.6667,303331.6667,100,303163.3333,05:03.2,299.93,320.88,53,45,
BDL004_Goose_EyeTracking_Walk.mov,538,fixation,9092,303331.6667,303698.3333,366.666667,303396.6667,05:03.5,273.87,322.07,63,72,
BDL004_Goose_EyeTracking_Walk.mov,539,fixation,9132,304733.3333,304933.3333,200,304731.6667,05:04.8,397.82,338.23,45,46,
BDL004_Goose_EyeTracking_Walk.mov,540,fixation,9150,305366.6667,305500,133.333333,305331.6667,05:05.4,242.98,282.04,57,58,
BDL004_Goose_EyeTracking_Walk.mov,541,fixation,9156,305533.3333,305768.3333,235,305531.6667,05:05.6,209.46,316.74,60,49,
BDL004_Goose_EyeTracking_Walk.mov,542,fixation,9174,305768.3333,306701.6667,933.333333,306133.3333,05:06.2,197.76,312.31,56,42,
BDL004_Goose_EyeTracking_Walk.mov,543,fixation,9195,306868.3333,307001.6667,133.333333,306833.3333,05:06.9,145.26,392.19,53,49,
BDL004_Goose_EyeTracking_Walk.mov,544,fixation,9210,307370,307536.6667,166.666667,307335,05:07.4,276.92,302.84,68,68,
BDL004_Goose_EyeTracking_Walk.mov,545,fixation,9215,307536.6667,307703.3333,166.666667,307501.6667,05:07.6,268.19,289.9,72,72,
BDL004_Goose_EyeTracking_Walk.mov,546,fixation,9237,308203.3333,308471.6667,268.333333,308236.6667,05:08.3,130.79,378.32,50,43,
BDL004_Goose_EyeTracking_Walk.mov,547,fixation,9242,308471.6667,308571.6667,100,308403.3333,05:08.5,51.79,157.87,45,42,
BDL004_Goose_EyeTracking_Walk.mov,548,fixation,9282,309740,309973.3333,233.333333,309738.3333,05:09.8,289.12,117.72,45,56,
BDL004_Goose_EyeTracking_Walk.mov,549,fixation,9296,310073.3333,310573.3333,500,310205,05:10.3,214.93,143.33,49,55,
BDL004_Goose_EyeTracking_Walk.mov,550,fixation,9349,312008.3333,312143.3333,135,311973.3333,05:12.0,272.19,327.45,64,54,
BDL004_Goose_EyeTracking_Walk.mov,551,fixation,9361,312443.3333,312543.3333,100,312375,05:12.4,105.72,309.15,47,42,
BDL004_Goose_EyeTracking_Walk.mov,552,fixation,9369,312676.6667,312810,133.333333,312641.6667,05:12.7,188.07,322.96,44,37,
BDL004_Goose_EyeTracking_Walk.mov,553,fixation,9377,312876.6667,313143.3333,266.666667,312908.3333,05:13.0,134.69,352.77,50,37,
BDL004_Goose_EyeTracking_Walk.mov,554,fixation,9383,313143.3333,313310,166.666667,313108.3333,05:13.2,125.19,390.58,46,40,
BDL004_Goose_EyeTracking_Walk.mov,555,fixation,9397,313645,313745,100,313576.6667,05:13.6,315.02,310.71,62,46,
BDL004_Goose_EyeTracking_Walk.mov,556,fixation,9403,313811.6667,313978.3333,166.666667,313776.6667,05:13.8,289.28,302.36,56,53,
BDL004_Goose_EyeTracking_Walk.mov,557,fixation,9412,313978.3333,314411.6667,433.333333,314076.6667,05:14.1,253.99,319.63,46,51,
BDL004_Goose_EyeTracking_Walk.mov,558,fixation,9424,314411.6667,314746.6667,335,314476.6667,05:14.5,266.97,296.35,45,45,
BDL004_Goose_EyeTracking_Walk.mov,559,fixation,9443,315146.6667,315280,133.333333,315111.6667,05:15.2,198.21,395.36,54,44,
BDL004_Goose_EyeTracking_Walk.mov,560,fixation,9452,315280,315746.6667,466.666667,315411.6667,05:15.5,233.23,422.71,50,47,
BDL004_Goose_EyeTracking_Walk.mov,561,fixation,9479,316381.6667,316481.6667,100,316313.3333,05:16.4,294.74,286.33,52,52,
BDL004_Goose_EyeTracking_Walk.mov,562,fixation,9491,316715,316915,200,316713.3333,05:16.8,142.65,263.71,52,49,
BDL004_Goose_EyeTracking_Walk.mov,563,fixation,9499,316981.6667,317181.6667,200,316980,05:17.0,206.3,258.37,53,54,
BDL004_Goose_EyeTracking_Walk.mov,564,fixation,9511,317316.6667,317650,333.333333,317381.6667,05:17.4,187.08,184.54,46,53,
BDL004_Goose_EyeTracking_Walk.mov,565,fixation,9521,317750,317883.3333,133.333333,317715,05:17.8,274.22,225.96,56,56,
BDL004_Goose_EyeTracking_Walk.mov,566,fixation,9530,318050,318216.6667,166.666667,318015,05:18.1,190.28,149.6,48,54,
BDL004_Goose_EyeTracking_Walk.mov,567,fixation,9540,318416.6667,318518.3333,101.666667,318348.3333,05:18.4,89.64,104.58,41,48,
BDL004_Goose_EyeTracking_Walk.mov,568,fixation,9546,318618.3333,318718.3333,100,318550,05:18.6,52.84,35.08,39,48,
BDL004_Goose_EyeTracking_Walk.mov,569,fixation,9565,319185,319418.3333,233.333333,319183.3333,05:19.3,123.15,93.6,51,66,
BDL004_Goose_EyeTracking_Walk.mov,570,fixation,9573,319485,319651.6667,166.666667,319450,05:19.5,95.4,52.61,50,54,
BDL004_Goose_EyeTracking_Walk.mov,571,fixation,9586,319953.3333,320053.3333,100,319885,05:20.0,121.04,170.45,77,75,
BDL004_Goose_EyeTracking_Walk.mov,572,fixation,9591,320053.3333,320286.6667,233.333333,320051.6667,05:20.1,111.29,172.51,63,64,
BDL004_Goose_EyeTracking_Walk.mov,573,fixation,9601,320453.3333,320553.3333,100,320385,05:20.5,250.83,122.38,50,67,
BDL004_Goose_EyeTracking_Walk.mov,574,fixation,9609,320686.6667,320820,133.333333,320651.6667,05:20.7,195.85,182.77,62,67,
BDL004_Goose_EyeTracking_Walk.mov,575,fixation,9622,321155,321255,100,321086.6667,05:21.2,147.31,52.62,46,64,
BDL004_Goose_EyeTracking_Walk.mov,576,fixation,9653,322021.6667,322456.6667,435,322120,05:22.2,109.19,178.05,58,59,
BDL004_Goose_EyeTracking_Walk.mov,577,fixation,9665,322523.3333,322723.3333,200,322521.6667,05:22.6,165.79,147.46,54,61,
BDL004_Goose_EyeTracking_Walk.mov,578,fixation,9672,322790,322956.6667,166.666667,322755,05:22.8,194.54,91.92,47,61,
BDL004_Goose_EyeTracking_Walk.mov,579,fixation,9683,323156.6667,323290,133.333333,323121.6667,05:23.2,168.06,172.61,57,63,
BDL004_Goose_EyeTracking_Walk.mov,580,fixation,9692,323356.6667,323725,368.333333,323421.6667,05:23.5,106.11,205.73,53,54,
BDL004_Goose_EyeTracking_Walk.mov,581,fixation,9699,323725,323825,100,323656.6667,05:23.7,133.47,165.73,48,56,
BDL004_Goose_EyeTracking_Walk.mov,582,fixation,9709,324025,324158.3333,133.333333,323990,05:24.1,84.68,77.19,44,45,
BDL004_Goose_EyeTracking_Walk.mov,583,fixation,9733,324860,324960,100,324791.6667,05:24.9,204.69,292.85,46,46,
BDL004_Goose_EyeTracking_Walk.mov,584,fixation,9749,325360,325526.6667,166.666667,325325,05:25.4,151.47,183.65,32,40,
BDL004_Goose_EyeTracking_Walk.mov,585,fixation,9756,325593.3333,325760,166.666667,325558.3333,05:25.6,120.31,139.77,35,42,
BDL004_Goose_EyeTracking_Walk.mov,586,fixation,9762,325760,325993.3333,233.333333,325758.3333,05:25.8,100.75,152.52,35,27,
BDL004_Goose_EyeTracking_Walk.mov,587,fixation,9783,326495,326661.6667,166.666667,326460,05:26.5,132.68,113.66,35,41,
BDL004_Goose_EyeTracking_Walk.mov,588,fixation,9805,327228.3333,327361.6667,133.333333,327193.3333,05:27.3,303.54,122.27,47,60,
BDL004_Goose_EyeTracking_Walk.mov,589,fixation,9812,327430,327630,200,327428.3333,05:27.5,141.78,91.34,48,62,
BDL004_Goose_EyeTracking_Walk.mov,590,fixation,9823,327863.3333,327963.3333,100,327795,05:27.9,138.41,157.79,70,72,
BDL004_Goose_EyeTracking_Walk.mov,591,fixation,9827,327996.6667,328096.6667,100,327928.3333,05:28.0,148.87,155.12,59,67,
BDL004_Goose_EyeTracking_Walk.mov,592,fixation,9830,328096.6667,328196.6667,100,328028.3333,05:28.1,142.4,132.9,52,59,
BDL004_Goose_EyeTracking_Walk.mov,593,fixation,9835,328230,328363.3333,133.333333,328195,05:28.3,121.41,104.95,57,60,
BDL004_Goose_EyeTracking_Walk.mov,594,fixation,9853,328865,328965,100,328796.6667,05:28.9,149.86,176.22,65,65,
BDL004_Goose_EyeTracking_Walk.mov,595,fixation,9862,329131.6667,329298.3333,166.666667,329096.6667,05:29.2,118.02,353.6,41,41,
BDL004_Goose_EyeTracking_Walk.mov,596,fixation,9867,329331.6667,329431.6667,100,329263.3333,05:29.3,67.61,43.25,45,49,
BDL004_Goose_EyeTracking_Walk.mov,597,fixation,9882,329598.3333,330133.3333,535,329763.3333,05:29.8,58.51,111.65,41,45,
BDL004_Goose_EyeTracking_Walk.mov,598,fixation,9899,330166.6667,330700,533.333333,330331.6667,05:30.4,104.39,94.63,41,48,
BDL004_Goose_EyeTracking_Walk.mov,599,fixation,9915,330866.6667,331100,233.333333,330865,05:30.9,188.7,99.31,46,52,
BDL004_Goose_EyeTracking_Walk.mov,600,fixation,9921,331133.3333,331235,101.666667,331065,05:31.1,186.53,145.74,48,52,
BDL004_Goose_EyeTracking_Walk.mov,601,fixation,9962,332435,332636.6667,201.666667,332435,05:32.5,170.78,157.79,57,65,
BDL004_Goose_EyeTracking_Walk.mov,602,fixation,9967,332670,332770,100,332601.6667,05:32.7,155.01,118.1,63,71,
BDL004_Goose_EyeTracking_Walk.mov,603,fixation,9971,332803.3333,332903.3333,100,332735,05:32.8,164.79,86,55,70,
BDL004_Goose_EyeTracking_Walk.mov,604,fixation,9977,332970,333103.3333,133.333333,332935,05:33.0,121.12,47.62,52,50,
BDL004_Goose_EyeTracking_Walk.mov,605,fixation,9989,333370,333503.3333,133.333333,333335,05:33.4,249.31,168.09,60,54,
BDL004_Goose_EyeTracking_Walk.mov,606,fixation,10004,333736.6667,334171.6667,435,333836.6667,05:33.9,106.91,231.24,61,57,
BDL004_Goose_EyeTracking_Walk.mov,607,fixation,10017,334305,334438.3333,133.333333,334270,05:34.3,184.7,179.47,77,82,
BDL004_Goose_EyeTracking_Walk.mov,608,fixation,10024,334571.6667,334671.6667,100,334503.3333,05:34.6,161.71,112.68,57,71,
BDL004_Goose_EyeTracking_Walk.mov,609,fixation,10034,334771.6667,335106.6667,335,334836.6667,05:34.9,116.36,87.02,52,57,
BDL004_Goose_EyeTracking_Walk.mov,610,fixation,10054,335506.6667,335706.6667,200,335505,05:35.6,187.12,177.17,51,56,
BDL004_Goose_EyeTracking_Walk.mov,611,fixation,10061,335773.3333,335906.6667,133.333333,335738.3333,05:35.8,119.09,138.59,47,48,
BDL004_Goose_EyeTracking_Walk.mov,612,fixation,10066,335906.6667,336106.6667,200,335905,05:36.0,130.86,120.11,49,45,
BDL004_Goose_EyeTracking_Walk.mov,613,fixation,10078,336341.6667,336508.3333,166.666667,336306.6667,05:36.4,129.49,200.53,49,45,
BDL004_Goose_EyeTracking_Walk.mov,614,fixation,10085,336541.6667,336741.6667,200,336540,05:36.6,92.78,164.81,51,50,
BDL004_Goose_EyeTracking_Walk.mov,615,fixation,10102,336841.6667,337575,733.333333,337106.6667,05:37.2,124,223.15,54,53,
BDL004_Goose_EyeTracking_Walk.mov,616,fixation,10141,338443.3333,338610,166.666667,338408.3333,05:38.5,220.75,257.15,70,62,
BDL004_Goose_EyeTracking_Walk.mov,617,fixation,10152,338710,339045,335,338775,05:38.8,141.02,264.83,65,55,
BDL004_Goose_EyeTracking_Walk.mov,618,fixation,10170,339045,339945,900,339376.6667,05:39.4,131.76,219.84,63,56,
BDL004_Goose_EyeTracking_Walk.mov,619,fixation,10188,339978.3333,340180,201.666667,339976.6667,05:40.0,148.98,199.99,75,68,
BDL004_Goose_EyeTracking_Walk.mov,620,fixation,10199,340380,340513.3333,133.333333,340345,05:40.4,165.98,82.67,56,62,
BDL004_Goose_EyeTracking_Walk.mov,621,fixation,10206,340580,340780,200,340578.3333,05:40.6,174.68,162.94,62,66,
BDL004_Goose_EyeTracking_Walk.mov,622,fixation,10211,340813.3333,340913.3333,100,340745,05:40.8,121.99,148.72,55,54,
BDL004_Goose_EyeTracking_Walk.mov,623,fixation,10217,340980,341146.6667,166.666667,340945,05:41.0,111.61,189.79,57,54,
BDL004_Goose_EyeTracking_Walk.mov,624,fixation,10225,341246.6667,341413.3333,166.666667,341211.6667,05:41.3,117.61,121.68,50,56,
BDL004_Goose_EyeTracking_Walk.mov,625,fixation,10231,341448.3333,341615,166.666667,341413.3333,05:41.5,164.65,161.72,57,60,
BDL004_Goose_EyeTracking_Walk.mov,626,fixation,10242,341615,342181.6667,566.666667,341780,05:41.8,217.71,172.66,65,64,
BDL004_Goose_EyeTracking_Walk.mov,627,fixation,10274,342783.3333,343150,366.666667,342848.3333,05:42.9,201.27,16.38,55,72,
BDL004_Goose_EyeTracking_Walk.mov,628,fixation,10282,343183.3333,343283.3333,100,343115,05:43.2,159.98,13.33,42,64,
BDL004_Goose_EyeTracking_Walk.mov,629,fixation,10301,343816.6667,343916.6667,100,343748.3333,05:43.8,161.18,383.54,70,39,
BDL004_Goose_EyeTracking_Walk.mov,630,fixation,10322,344451.6667,344651.6667,200,344450,05:44.5,336.35,287.09,68,62,
BDL004_Goose_EyeTracking_Walk.mov,631,fixation,10332,344751.6667,345018.3333,266.666667,344783.3333,05:44.9,290.38,350.31,60,60,
BDL004_Goose_EyeTracking_Walk.mov,632,fixation,10341,345051.6667,345320,268.333333,345083.3333,05:45.2,240.95,344.9,62,58,
BDL004_Goose_EyeTracking_Walk.mov,633,fixation,10349,345386.6667,345553.3333,166.666667,345351.6667,05:45.4,239.03,401.56,88,88,
BDL004_Goose_EyeTracking_Walk.mov,634,fixation,10358,345686.6667,345853.3333,166.666667,345651.6667,05:45.7,254.52,327.04,75,69,
BDL004_Goose_EyeTracking_Walk.mov,635,fixation,10364,345853.3333,346086.6667,233.333333,345851.6667,05:45.9,204.83,328.07,69,68,
BDL004_Goose_EyeTracking_Walk.mov,636,fixation,10399,347055,347221.6667,166.666667,347020,05:47.1,147.72,114.3,43,52,
BDL004_Goose_EyeTracking_Walk.mov,637,fixation,10405,347221.6667,347455,233.333333,347220,05:47.3,155.67,110.73,43,53,
BDL004_Goose_EyeTracking_Walk.mov,638,fixation,10413,347555,347655,100,347486.6667,05:47.6,135.79,177.29,52,50,
BDL004_Goose_EyeTracking_Walk.mov,639,fixation,10428,347655,348556.6667,901.666667,347988.3333,05:48.1,169.11,215.57,51,48,
BDL004_Goose_EyeTracking_Walk.mov,640,fixation,10448,348623.3333,348923.3333,300,348655,05:48.7,247.07,324.55,60,52,
BDL004_Goose_EyeTracking_Walk.mov,641,fixation,10457,348923.3333,349225,301.666667,348955,05:49.0,285.08,308.18,52,51,
BDL004_Goose_EyeTracking_Walk.mov,642,fixation,10468,349391.6667,349491.6667,100,349323.3333,05:49.4,360.57,304.15,57,48,
BDL004_Goose_EyeTracking_Walk.mov,643,fixation,10515,350560,351426.6667,866.666667,350891.6667,05:51.0,238.86,309.81,63,59,
BDL004_Goose_EyeTracking_Walk.mov,644,fixation,10532,351460,351695,235,351458.3333,05:51.5,254.07,343.72,64,57,
BDL004_Goose_EyeTracking_Walk.mov,645,fixation,10539,351695,351928.3333,233.333333,351693.3333,05:51.8,220.15,323.11,68,60,
BDL004_Goose_EyeTracking_Walk.mov,646,fixation,10557,352295,352528.3333,233.333333,352293.3333,05:52.4,120.59,370.12,35,46,
BDL004_Goose_EyeTracking_Walk.mov,647,fixation,10564,352528.3333,352761.6667,233.333333,352526.6667,05:52.6,160.08,338.21,24,30,
BDL004_Goose_EyeTracking_Walk.mov,648,fixation,10577,352963.3333,353163.3333,200,352961.6667,05:53.0,113.48,369.45,39,41,
BDL004_Goose_EyeTracking_Walk.mov,649,fixation,10596,353630,353763.3333,133.333333,353595,05:53.7,120.05,388.56,59,54,
BDL004_Goose_EyeTracking_Walk.mov,650,fixation,10599,353763.3333,353863.3333,100,353695,05:53.8,198.07,283.58,60,55,
BDL004_Goose_EyeTracking_Walk.mov,651,fixation,10609,353996.6667,354298.3333,301.666667,354028.3333,05:54.1,34.97,235.06,50,49,
BDL004_Goose_EyeTracking_Walk.mov,652,fixation,10632,354765,355031.6667,266.666667,354796.6667,05:54.9,161.43,239.88,56,54,
BDL004_Goose_EyeTracking_Walk.mov,653,fixation,10644,355131.6667,355466.6667,335,355196.6667,05:55.3,190.54,320.55,69,67,
BDL004_Goose_EyeTracking_Walk.mov,654,fixation,10659,355733.3333,355866.6667,133.333333,355698.3333,05:55.8,289.72,347.93,62,59,
BDL004_Goose_EyeTracking_Walk.mov,655,fixation,10668,355866.6667,356333.3333,466.666667,355998.3333,05:56.1,260.75,365.26,60,53,
BDL004_Goose_EyeTracking_Walk.mov,656,fixation,10680,356433.3333,356566.6667,133.333333,356398.3333,05:56.5,318.66,336.42,61,62,
BDL004_Goose_EyeTracking_Walk.mov,657,fixation,10689,356735,356868.3333,133.333333,356700,05:56.8,228.25,362.94,62,57,
BDL004_Goose_EyeTracking_Walk.mov,658,fixation,10698,356968.3333,357235,266.666667,357000,05:57.1,263.68,343.28,61,53,
BDL004_Goose_EyeTracking_Walk.mov,659,fixation,10721,357501.6667,358236.6667,735,357766.6667,05:57.8,233.86,301.41,76,76,
BDL004_Goose_EyeTracking_Walk.mov,660,fixation,10739,358303.3333,358670,366.666667,358368.3333,05:58.4,193.02,254.13,89,91,
BDL004_Goose_EyeTracking_Walk.mov,661,fixation,10754,358870,359103.3333,233.333333,358868.3333,05:58.9,134.93,366.98,66,86,
BDL004_Goose_EyeTracking_Walk.mov,662,fixation,10777,359671.6667,359805,133.333333,359636.6667,05:59.7,216,237.61,124,127,
BDL004_Goose_EyeTracking_Walk.mov,663,fixation,10836,361640,361773.3333,133.333333,361605,06:01.7,166.32,60.84,102,114,
BDL004_Goose_EyeTracking_Walk.mov,664,fixation,10839,361773.3333,361875,101.666667,361705,06:01.8,185.44,65.59,100,112,
BDL004_Goose_EyeTracking_Walk.mov,665,fixation,10888,363343.3333,363543.3333,200,363341.6667,06:03.4,250.57,191.2,101,103,
BDL004_Goose_EyeTracking_Walk.mov,666,fixation,10898,363643.3333,363910,266.666667,363675,06:03.7,176.38,120.65,112,107,
BDL004_Goose_EyeTracking_Walk.mov,667,fixation,10910,364110,364276.6667,166.666667,364075,06:04.1,141.5,357.51,52,60,
BDL004_Goose_EyeTracking_Walk.mov,668,fixation,10923,364343.3333,364878.3333,535,364510,06:04.6,106.97,354.31,59,79,
BDL004_Goose_EyeTracking_Walk.mov,669,fixation,10941,365178.3333,365278.3333,100,365110,06:05.2,102.03,130.01,91,92,
BDL004_Goose_EyeTracking_Walk.mov,670,fixation,10951,365445,365680,235,365443.3333,06:05.5,166.36,325.6,54,59,
BDL004_Goose_EyeTracking_Walk.mov,671,fixation,10962,365746.6667,366080,333.333333,365811.6667,06:05.9,115.14,48.67,67,71,
BDL004_Goose_EyeTracking_Walk.mov,672,fixation,10971,366146.6667,366313.3333,166.666667,366111.6667,06:06.2,169.51,78.61,78,76,
BDL004_Goose_EyeTracking_Walk.mov,673,fixation,10975,366313.3333,366413.3333,100,366245,06:06.3,170.65,83.75,75,88,
BDL004_Goose_EyeTracking_Walk.mov,674,fixation,10985,366613.3333,366746.6667,133.333333,366578.3333,06:06.6,209.61,205.75,94,99,
BDL004_Goose_EyeTracking_Walk.mov,675,fixation,10992,366880,366981.6667,101.666667,366811.6667,06:06.9,238.48,304.46,88,84,
BDL004_Goose_EyeTracking_Walk.mov,676,fixation,10997,366981.6667,367181.6667,200,366980,06:07.0,223.56,300.14,91,87,
BDL004_Goose_EyeTracking_Walk.mov,677,fixation,11003,367181.6667,367415,233.333333,367180,06:07.2,234.68,298.74,94,90,
BDL004_Goose_EyeTracking_Walk.mov,678,fixation,11009,367415,367581.6667,166.666667,367380,06:07.4,192.9,311.26,84,83,
BDL004_Goose_EyeTracking_Walk.mov,679,fixation,11020,367781.6667,367948.3333,166.666667,367746.6667,06:07.8,161.55,343.14,42,58,
BDL004_Goose_EyeTracking_Walk.mov,680,fixation,11041,368483.3333,368616.6667,133.333333,368448.3333,06:08.5,268.99,356.31,80,88,
BDL004_Goose_EyeTracking_Walk.mov,681,fixation,11054,368616.6667,369383.3333,766.666667,368881.6667,06:09.0,295.07,383.76,66,83,
BDL004_Goose_EyeTracking_Walk.mov,682,fixation,11073,369585,369685,100,369516.6667,06:09.6,130.68,383.43,55,52,
BDL004_Goose_EyeTracking_Walk.mov,683,fixation,11089,369885,370451.6667,566.666667,370050,06:10.1,109.08,318.6,61,55,
BDL004_Goose_EyeTracking_Walk.mov,684,fixation,11132,371253.3333,371953.3333,700,371485,06:11.6,226.3,303.07,59,61,
BDL004_Goose_EyeTracking_Walk.mov,685,fixation,11148,372055,372221.6667,166.666667,372020,06:12.1,188.51,267.18,63,55,
BDL004_Goose_EyeTracking_Walk.mov,686,fixation,11157,372355,372488.3333,133.333333,372320,06:12.4,221.31,305.11,64,63,
BDL004_Goose_EyeTracking_Walk.mov,687,fixation,11170,372555,373188.3333,633.333333,372753.3333,06:12.8,259.5,362.86,50,58,
BDL004_Goose_EyeTracking_Walk.mov,688,fixation,11182,373188.3333,373323.3333,135,373153.3333,06:13.2,265.76,348.82,80,80,
BDL004_Goose_EyeTracking_Walk.mov,689,fixation,11207,373956.6667,374223.3333,266.666667,373988.3333,06:14.1,266.83,287.21,59,60,
