/Users/pslive1/Documents/Walk_Projext/BDL004_Goose_EyeTracking_Walk/BDL004_Goose_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,ToCut
BDL004_Goose_EyeTracking_Walk.mov,1057,fixation,17288,576955,577190,235,576953.3333,09:37.0,268.77,271.81,58,53,
BDL004_Goose_EyeTracking_Walk.mov,1058,fixation,17312,577690,578023.3333,333.333333,577755,09:37.8,304.84,341.94,66,64,
BDL004_Goose_EyeTracking_Walk.mov,1059,fixation,17320,578023.3333,578223.3333,200,578021.6667,09:38.1,298.99,337.54,64,70,
BDL004_Goose_EyeTracking_Walk.mov,1060,fixation,17325,578223.3333,578391.6667,168.333333,578188.3333,09:38.3,276.64,303.95,76,76,
BDL004_Goose_EyeTracking_Walk.mov,1061,fixation,17358,579291.6667,579491.6667,200,579290,09:39.4,128.66,389.5,45,42,
BDL004_Goose_EyeTracking_Walk.mov,1062,fixation,17368,579693.3333,579793.3333,100,579625,09:39.7,138.59,197.31,51,47,
BDL004_Goose_EyeTracking_Walk.mov,1063,fixation,17378,579993.3333,580126.6667,133.333333,579958.3333,09:40.0,146.83,380.63,59,51,
BDL004_Goose_EyeTracking_Walk.mov,1064,fixation,17388,580260,580526.6667,266.666667,580291.6667,09:40.4,222.28,338.7,62,56,
BDL004_Goose_EyeTracking_Walk.mov,1065,fixation,17406,580961.6667,581061.6667,100,580893.3333,09:41.0,148.85,344.4,32,49,
BDL004_Goose_EyeTracking_Walk.mov,1066,fixation,17413,581095,581395,300,581126.6667,09:41.2,169.2,327.01,32,47,
BDL004_Goose_EyeTracking_Walk.mov,1067,fixation,17426,581495,581861.6667,366.666667,581560,09:41.6,159.71,330.13,36,48,
BDL004_Goose_EyeTracking_Walk.mov,1068,fixation,17435,581895,582028.3333,133.333333,581860,09:41.9,161.04,334.26,37,49,
BDL004_Goose_EyeTracking_Walk.mov,1069,fixation,17444,582095,582463.3333,368.333333,582161.6667,09:42.2,147.37,338.25,37,50,
BDL004_Goose_EyeTracking_Walk.mov,1070,fixation,17458,582696.6667,582796.6667,100,582628.3333,09:42.7,140.07,7.18,37,54,
BDL004_Goose_EyeTracking_Walk.mov,1071,fixation,17465,582896.6667,583030,133.333333,582861.6667,09:42.9,131.34,0.43,39,50,
BDL004_Goose_EyeTracking_Walk.mov,1072,fixation,17471,583096.6667,583230,133.333333,583061.6667,09:43.1,162.09,330.67,39,49,
BDL004_Goose_EyeTracking_Walk.mov,1073,fixation,17478,583330,583498.3333,168.333333,583295,09:43.4,176.62,332.33,37,59,
BDL004_Goose_EyeTracking_Walk.mov,1074,fixation,17488,583665,583798.3333,133.333333,583630,09:43.7,156.36,332.62,36,50,
BDL004_Goose_EyeTracking_Walk.mov,1075,fixation,17511,584398.3333,584631.6667,233.333333,584396.6667,09:44.5,222.11,302.48,64,56,
BDL004_Goose_EyeTracking_Walk.mov,1076,fixation,17525,584866.6667,585100,233.333333,584865,09:44.9,124.3,296.6,48,41,
BDL004_Goose_EyeTracking_Walk.mov,1077,fixation,17534,585133.3333,585400,266.666667,585165,09:45.2,157.62,306.29,48,39,
BDL004_Goose_EyeTracking_Walk.mov,1078,fixation,17621,585700,590640,4940,588068.3333,09:48.1,291.83,353.76,53,47,
BDL004_Goose_EyeTracking_Walk.mov,1079,fixation,17713,591141.6667,591375,233.333333,591140,09:51.2,87.21,237.63,54,55,
BDL004_Goose_EyeTracking_Walk.mov,1080,fixation,17721,591375,591641.6667,266.666667,591406.6667,09:51.5,113.33,370.52,54,55,
BDL004_Goose_EyeTracking_Walk.mov,1081,fixation,17748,592275,592543.3333,268.333333,592306.6667,09:52.4,135.15,18.78,40,58,
BDL004_Goose_EyeTracking_Walk.mov,1082,fixation,17755,592543.3333,592743.3333,200,592541.6667,09:52.6,166.83,337.01,38,53,
BDL004_Goose_EyeTracking_Walk.mov,1083,fixation,17769,593043.3333,593176.6667,133.333333,593008.3333,09:53.1,151.23,71.72,53,63,
BDL004_Goose_EyeTracking_Walk.mov,1084,fixation,17784,593576.6667,593678.3333,101.666667,593508.3333,09:53.6,226.22,127.18,59,68,
BDL004_Goose_EyeTracking_Walk.mov,1085,fixation,17790,593711.6667,593911.6667,200,593710,09:53.8,188.27,168.23,60,66,
BDL004_Goose_EyeTracking_Walk.mov,1086,fixation,17812,594511.6667,594611.6667,100,594443.3333,09:54.5,146.5,77.46,68,67,
BDL004_Goose_EyeTracking_Walk.mov,1087,fixation,17816,594611.6667,594778.3333,166.666667,594576.6667,09:54.6,152.63,62.32,63,71,
BDL004_Goose_EyeTracking_Walk.mov,1088,fixation,17829,595013.3333,595213.3333,200,595011.6667,09:55.1,161.24,204.85,87,83,
BDL004_Goose_EyeTracking_Walk.mov,1089,fixation,17899,597381.6667,597550,168.333333,597346.6667,09:57.4,189.29,245.76,48,47,
BDL004_Goose_EyeTracking_Walk.mov,1090,fixation,17903,597550,597650,100,597481.6667,09:57.6,208.6,270.56,54,39,
BDL004_Goose_EyeTracking_Walk.mov,1091,fixation,17912,597850,597950,100,597781.6667,09:57.9,132.04,391.52,48,44,
BDL004_Goose_EyeTracking_Walk.mov,1092,fixation,17935,598583.3333,598751.6667,168.333333,598548.3333,09:58.6,365.11,365.2,34,42,
BDL004_Goose_EyeTracking_Walk.mov,1093,fixation,17954,598751.6667,599818.3333,1066.666667,599183.3333,09:59.3,294.71,351.97,44,42,
BDL004_Goose_EyeTracking_Walk.mov,1094,fixation,17975,599918.3333,600053.3333,135,599883.3333,10:00.0,327.21,284.66,39,41,
BDL004_Goose_EyeTracking_Walk.mov,1095,fixation,17979,600053.3333,600220,166.666667,600018.3333,10:00.1,311.21,280.66,37,39,
BDL004_Goose_EyeTracking_Walk.mov,1096,fixation,17987,600320,600453.3333,133.333333,600285,10:00.4,243.04,303.68,41,41,
BDL004_Goose_EyeTracking_Walk.mov,1097,fixation,17994,600486.6667,600753.3333,266.666667,600518.3333,10:00.6,264.68,290.54,42,43,
BDL004_Goose_EyeTracking_Walk.mov,1098,fixation,18012,600753.3333,601688.3333,935,601118.3333,10:01.2,236.1,323.62,39,39,
BDL004_Goose_EyeTracking_Walk.mov,1099,fixation,18049,602321.6667,602623.3333,301.666667,602353.3333,10:02.4,269.3,315.45,37,37,
BDL004_Goose_EyeTracking_Walk.mov,1100,fixation,18059,602756.6667,602856.6667,100,602688.3333,10:02.8,356.35,320.78,38,41,
BDL004_Goose_EyeTracking_Walk.mov,1101,fixation,18068,603056.6667,603156.6667,100,602988.3333,10:03.1,327.33,202.42,49,42,
BDL004_Goose_EyeTracking_Walk.mov,1102,fixation,18080,603356.6667,603656.6667,300,603388.3333,10:03.5,238.05,156.38,34,39,
BDL004_Goose_EyeTracking_Walk.mov,1103,fixation,18103,604058.3333,604458.3333,400,604156.6667,10:04.2,208.82,243.37,48,46,
BDL004_Goose_EyeTracking_Walk.mov,1104,fixation,18120,604758.3333,604891.6667,133.333333,604723.3333,10:04.8,141.69,422.35,68,68,
BDL004_Goose_EyeTracking_Walk.mov,1105,fixation,18125,604958.3333,605058.3333,100,604890,10:05.0,123.75,405.97,44,44,
BDL004_Goose_EyeTracking_Walk.mov,1106,fixation,18130,605058.3333,605260,201.666667,605058.3333,10:05.1,114.68,376.63,39,37,
BDL004_Goose_EyeTracking_Walk.mov,1107,fixation,18149,605760,605860,100,605691.6667,10:05.8,87.3,388.44,37,36,
BDL004_Goose_EyeTracking_Walk.mov,1108,fixation,18168,606193.3333,606695,501.666667,606326.6667,10:06.4,257.02,327.16,41,50,
BDL004_Goose_EyeTracking_Walk.mov,1109,fixation,18182,606828.3333,606995,166.666667,606793.3333,10:06.9,272.79,280.3,48,50,
BDL004_Goose_EyeTracking_Walk.mov,1110,fixation,18187,606995,607161.6667,166.666667,606960,10:07.0,253.94,290.78,55,47,
BDL004_Goose_EyeTracking_Walk.mov,1111,fixation,18196,607295,607428.3333,133.333333,607260,10:07.3,205.57,218.14,40,47,
BDL004_Goose_EyeTracking_Walk.mov,1112,fixation,18204,607561.6667,607696.6667,135,607526.6667,10:07.6,286.55,260.62,55,55,
BDL004_Goose_EyeTracking_Walk.mov,1113,fixation,18210,607763.3333,607896.6667,133.333333,607728.3333,10:07.8,241.09,263.71,58,57,
BDL004_Goose_EyeTracking_Walk.mov,1114,fixation,18220,608096.6667,608230,133.333333,608061.6667,10:08.1,181.73,170.71,43,51,
BDL004_Goose_EyeTracking_Walk.mov,1115,fixation,18236,608630,608763.3333,133.333333,608595,10:08.7,150.2,227.7,77,71,
BDL004_Goose_EyeTracking_Walk.mov,1116,fixation,18252,609198.3333,609298.3333,100,609130,10:09.2,149.75,341.86,52,63,
BDL004_Goose_EyeTracking_Walk.mov,1117,fixation,18255,609298.3333,609398.3333,100,609230,10:09.3,40.1,48.38,52,52,
BDL004_Goose_EyeTracking_Walk.mov,1118,fixation,18260,609431.6667,609565,133.333333,609396.6667,10:09.5,130.8,343.98,44,50,
BDL004_Goose_EyeTracking_Walk.mov,1119,fixation,18263,609565,609665,100,609496.6667,10:09.6,33.42,43.85,44,43,
BDL004_Goose_EyeTracking_Walk.mov,1120,fixation,18271,609731.6667,609998.3333,266.666667,609763.3333,10:09.8,100.22,73.02,51,60,
BDL004_Goose_EyeTracking_Walk.mov,1121,fixation,18280,610098.3333,610233.3333,135,610063.3333,10:10.1,51.9,42.35,49,53,
BDL004_Goose_EyeTracking_Walk.mov,1122,fixation,18287,610366.6667,610466.6667,100,610298.3333,10:10.4,115.18,83.65,55,63,
BDL004_Goose_EyeTracking_Walk.mov,1123,fixation,18294,610533.3333,610766.6667,233.333333,610531.6667,10:10.6,140.63,377.41,49,47,
BDL004_Goose_EyeTracking_Walk.mov,1124,fixation,18343,611266.6667,613270,2003.333333,612166.6667,10:12.2,205.92,286.04,51,47,
BDL004_Goose_EyeTracking_Walk.mov,1125,fixation,18380,613436.6667,613570,133.333333,613401.6667,10:13.5,167.95,168.45,52,55,
BDL004_Goose_EyeTracking_Walk.mov,1126,fixation,18389,613670,613936.6667,266.666667,613701.6667,10:13.8,144.2,249.47,73,65,
BDL004_Goose_EyeTracking_Walk.mov,1127,fixation,18397,614003.3333,614138.3333,135,613970,10:14.0,255.49,266.06,67,68,
BDL004_Goose_EyeTracking_Walk.mov,1128,fixation,18410,614305,614705,400,614403.3333,10:14.5,140.29,176,59,62,
BDL004_Goose_EyeTracking_Walk.mov,1129,fixation,18427,614905,615271.6667,366.666667,614970,10:15.0,228.19,178.46,69,72,
BDL004_Goose_EyeTracking_Walk.mov,1130,fixation,18438,615340,615540,200,615338.3333,10:15.4,175.89,244.67,54,54,
BDL004_Goose_EyeTracking_Walk.mov,1131,fixation,18447,615573.3333,615940,366.666667,615638.3333,10:15.7,197.6,228.39,54,53,
BDL004_Goose_EyeTracking_Walk.mov,1132,fixation,18456,615940,616173.3333,233.333333,615938.3333,10:16.0,230.58,276.04,59,57,
BDL004_Goose_EyeTracking_Walk.mov,1133,fixation,18467,616373.3333,616473.3333,100,616305,10:16.4,139.93,209.65,56,55,
BDL004_Goose_EyeTracking_Walk.mov,1134,fixation,18503,616608.3333,618610,2001.666667,617506.6667,10:17.6,231.94,292.71,54,46,
BDL004_Goose_EyeTracking_Walk.mov,1135,fixation,18544,618810,619178.3333,368.333333,618875,10:18.9,151.61,198.37,57,62,
BDL004_Goose_EyeTracking_Walk.mov,1136,fixation,18553,619211.6667,619378.3333,166.666667,619176.6667,10:19.2,100.14,220.75,71,70,
BDL004_Goose_EyeTracking_Walk.mov,1137,fixation,18561,619478.3333,619611.6667,133.333333,619443.3333,10:19.5,137.03,390.7,88,88,
BDL004_Goose_EyeTracking_Walk.mov,1138,fixation,18572,619778.3333,620045,266.666667,619810,10:19.9,115.45,126.56,60,63,
BDL004_Goose_EyeTracking_Walk.mov,1139,fixation,18592,620278.3333,620913.3333,635,620478.3333,10:20.5,229.84,307.76,63,56,
BDL004_Goose_EyeTracking_Walk.mov,1140,fixation,18612,621180,621346.6667,166.666667,621145,10:21.2,135.46,386.8,64,59,
BDL004_Goose_EyeTracking_Walk.mov,1141,fixation,18624,621580,621715,135,621545,10:21.6,117.23,385.75,51,40,
BDL004_Goose_EyeTracking_Walk.mov,1142,fixation,18632,621781.6667,622048.3333,266.666667,621813.3333,10:21.9,98.57,374.21,41,38,
BDL004_Goose_EyeTracking_Walk.mov,1143,fixation,18650,622415,622615,200,622413.3333,10:22.5,214.32,291.97,46,48,
BDL004_Goose_EyeTracking_Walk.mov,1144,fixation,18675,622748.3333,623950,1201.666667,623248.3333,10:23.3,179.72,300.64,54,50,
BDL004_Goose_EyeTracking_Walk.mov,1145,fixation,18704,624285,624385,100,624216.6667,10:24.3,121.7,33.46,36,49,
BDL004_Goose_EyeTracking_Walk.mov,1146,fixation,18716,624485,624951.6667,466.666667,624616.6667,10:24.7,126.6,23.68,46,57,
BDL004_Goose_EyeTracking_Walk.mov,1147,fixation,18725,624951.6667,625085,133.333333,624916.6667,10:25.0,59.48,56.69,48,53,
BDL004_Goose_EyeTracking_Walk.mov,1148,fixation,18730,625085,625318.3333,233.333333,625083.3333,10:25.2,127.77,355.68,50,48,
BDL004_Goose_EyeTracking_Walk.mov,1149,fixation,18737,625351.6667,625520,168.333333,625316.6667,10:25.4,117.95,345.48,39,39,
BDL004_Goose_EyeTracking_Walk.mov,1150,fixation,18743,625553.3333,625720,166.666667,625518.3333,10:25.6,111.22,337.78,44,45,
BDL004_Goose_EyeTracking_Walk.mov,1151,fixation,18755,625953.3333,626120,166.666667,625918.3333,10:26.0,126.94,142.98,62,60,
BDL004_Goose_EyeTracking_Walk.mov,1152,fixation,18759,626120,626220,100,626051.6667,10:26.1,115.35,158.3,59,59,
BDL004_Goose_EyeTracking_Walk.mov,1153,fixation,18768,626420,626520,100,626351.6667,10:26.4,189.65,330.01,43,50,
BDL004_Goose_EyeTracking_Walk.mov,1154,fixation,18787,626855,627321.6667,466.666667,626986.6667,10:27.1,227.44,307.64,42,57,
BDL004_Goose_EyeTracking_Walk.mov,1155,fixation,18814,627888.3333,628123.3333,235,627886.6667,10:28.0,164.17,234.92,61,56,
BDL004_Goose_EyeTracking_Walk.mov,1156,fixation,18821,628190,628290,100,628121.6667,10:28.2,124.84,384.29,83,92,
BDL004_Goose_EyeTracking_Walk.mov,1157,fixation,18824,628290,628390,100,628221.6667,10:28.3,149.6,399.25,23,25,
BDL004_Goose_EyeTracking_Walk.mov,1158,fixation,18834,628490,628823.3333,333.333333,628555,10:28.6,110.34,378.79,64,57,
BDL004_Goose_EyeTracking_Walk.mov,1159,fixation,18842,628823.3333,629056.6667,233.333333,628821.6667,10:28.9,132.62,405.58,42,52,
BDL004_Goose_EyeTracking_Walk.mov,1160,fixation,18856,629256.6667,629558.3333,301.666667,629290,10:29.4,173.44,322.05,44,43,
BDL004_Goose_EyeTracking_Walk.mov,1161,fixation,18876,629891.6667,630225,333.333333,629956.6667,10:30.0,188.38,249.53,49,44,
BDL004_Goose_EyeTracking_Walk.mov,1162,fixation,18884,630258.3333,630425,166.666667,630223.3333,10:30.3,168.07,294.24,63,72,
BDL004_Goose_EyeTracking_Walk.mov,1163,fixation,18895,630591.6667,630826.6667,235,630591.6667,10:30.7,124.51,383.43,25,39,
BDL004_Goose_EyeTracking_Walk.mov,1164,fixation,18904,630926.6667,631060,133.333333,630891.6667,10:31.0,143.72,262.25,42,40,
BDL004_Goose_EyeTracking_Walk.mov,1165,fixation,18908,631060,631226.6667,166.666667,631025,10:31.1,160.89,285.67,41,40,
BDL004_Goose_EyeTracking_Walk.mov,1166,fixation,18915,631293.3333,631460,166.666667,631258.3333,10:31.3,236.65,276.37,43,40,
BDL004_Goose_EyeTracking_Walk.mov,1167,fixation,18924,631493.3333,631860,366.666667,631558.3333,10:31.6,211.94,282.09,48,43,
BDL004_Goose_EyeTracking_Walk.mov,1168,fixation,18940,632128.3333,632261.6667,133.333333,632093.3333,10:32.2,124.16,252.43,36,39,
BDL004_Goose_EyeTracking_Walk.mov,1169,fixation,18954,632628.3333,632728.3333,100,632560,10:32.6,214.1,260.9,42,41,
BDL004_Goose_EyeTracking_Walk.mov,1170,fixation,18962,632861.6667,632995,133.333333,632826.6667,10:32.9,298.67,260.82,53,48,
BDL004_Goose_EyeTracking_Walk.mov,1171,fixation,18969,632995,633363.3333,368.333333,633060,10:33.1,296.62,290.19,53,49,
BDL004_Goose_EyeTracking_Walk.mov,1172,fixation,18980,633363.3333,633696.6667,333.333333,633428.3333,10:33.5,357.57,321.06,66,61,
BDL004_Goose_EyeTracking_Walk.mov,1173,fixation,18995,633996.6667,634096.6667,100,633928.3333,10:34.0,206.87,267.51,53,50,
BDL004_Goose_EyeTracking_Walk.mov,1174,fixation,19008,634163.3333,634798.3333,635,634363.3333,10:34.4,184.27,242.68,53,54,
BDL004_Goose_EyeTracking_Walk.mov,1175,fixation,19025,634965,635131.6667,166.666667,634930,10:35.0,120.25,280.71,35,44,
BDL004_Goose_EyeTracking_Walk.mov,1176,fixation,19034,635298.3333,635398.3333,100,635230,10:35.3,205.36,305.42,46,50,
BDL004_Goose_EyeTracking_Walk.mov,1177,fixation,19040,635465,635631.6667,166.666667,635430,10:35.5,184.34,285.65,45,47,
BDL004_Goose_EyeTracking_Walk.mov,1178,fixation,19058,635665,636633.3333,968.333333,636031.6667,10:36.1,181.98,291.72,55,51,
BDL004_Goose_EyeTracking_Walk.mov,1179,fixation,19085,636933.3333,637135,201.666667,636933.3333,10:37.0,163.68,341.23,27,52,
BDL004_Goose_EyeTracking_Walk.mov,1180,fixation,19112,637901.6667,638001.6667,100,637833.3333,10:37.9,177.46,285.84,39,51,
BDL004_Goose_EyeTracking_Walk.mov,1181,fixation,19115,638001.6667,638101.6667,100,637933.3333,10:38.0,182.31,306.59,52,58,
BDL004_Goose_EyeTracking_Walk.mov,1182,fixation,19119,638135,638235,100,638066.6667,10:38.1,177.92,397.14,47,72,
BDL004_Goose_EyeTracking_Walk.mov,1183,fixation,19129,638336.6667,638670,333.333333,638401.6667,10:38.5,131.15,408.35,72,72,
BDL004_Goose_EyeTracking_Walk.mov,1184,fixation,19137,638703.3333,638870,166.666667,638668.3333,10:38.7,129.42,386.32,56,56,
BDL004_Goose_EyeTracking_Walk.mov,1185,fixation,19148,639070,639236.6667,166.666667,639035,10:39.1,238.2,306.8,49,49,
BDL004_Goose_EyeTracking_Walk.mov,1186,fixation,19157,639370,639503.3333,133.333333,639335,10:39.4,192.62,236.82,49,56,
BDL004_Goose_EyeTracking_Walk.mov,1187,fixation,19165,639503.3333,639938.3333,435,639603.3333,10:39.7,174.24,276.86,54,60,
BDL004_Goose_EyeTracking_Walk.mov,1188,fixation,19180,640005,640438.3333,433.333333,640103.3333,10:40.2,249.1,279.84,30,38,
BDL004_Goose_EyeTracking_Walk.mov,1189,fixation,19197,640738.3333,640840,101.666667,640670,10:40.7,156.21,277.96,33,34,
BDL004_Goose_EyeTracking_Walk.mov,1190,fixation,19214,641240,641473.3333,233.333333,641238.3333,10:41.3,265.47,320.22,37,36,
BDL004_Goose_EyeTracking_Walk.mov,1191,fixation,19230,641473.3333,642308.3333,835,641771.6667,10:41.8,236.73,276.14,31,32,
BDL004_Goose_EyeTracking_Walk.mov,1192,fixation,19245,642341.6667,642441.6667,100,642273.3333,10:42.3,195.39,380.08,55,60,
BDL004_Goose_EyeTracking_Walk.mov,1193,fixation,19259,642741.6667,642941.6667,200,642740,10:42.8,206.22,262.91,26,30,
BDL004_Goose_EyeTracking_Walk.mov,1194,fixation,19288,643275,644376.6667,1101.666667,643708.3333,10:43.8,260.82,277.26,36,38,
BDL004_Goose_EyeTracking_Walk.mov,1195,fixation,19308,644376.6667,644576.6667,200,644375,10:44.4,299.84,305.32,35,39,
BDL004_Goose_EyeTracking_Walk.mov,1196,fixation,19314,644576.6667,644811.6667,235,644576.6667,10:44.6,319.23,321.99,33,33,
BDL004_Goose_EyeTracking_Walk.mov,1197,fixation,19323,644845,645145,300,644876.6667,10:44.9,289.3,312.65,39,39,
BDL004_Goose_EyeTracking_Walk.mov,1198,fixation,19335,645278.3333,645511.6667,233.333333,645276.6667,10:45.3,259.62,258.18,48,51,
BDL004_Goose_EyeTracking_Walk.mov,1199,fixation,19345,645678.3333,645778.3333,100,645610,10:45.7,95.27,190.54,37,40,
BDL004_Goose_EyeTracking_Walk.mov,1200,fixation,19353,645878.3333,646113.3333,235,645878.3333,10:45.9,175.09,217.25,40,44,
BDL004_Goose_EyeTracking_Walk.mov,1201,fixation,19374,646213.3333,647146.6667,933.333333,646578.3333,10:46.6,163.3,237.84,33,41,
BDL004_Goose_EyeTracking_Walk.mov,1202,fixation,19410,647848.3333,647948.3333,100,647780,10:47.8,153.66,314.18,42,40,
BDL004_Goose_EyeTracking_Walk.mov,1203,fixation,19426,648348.3333,648483.3333,135,648313.3333,10:48.4,280.32,226.42,39,39,
BDL004_Goose_EyeTracking_Walk.mov,1204,fixation,19435,648616.6667,648816.6667,200,648615,10:48.7,179.23,267.78,47,42,
BDL004_Goose_EyeTracking_Walk.mov,1205,fixation,19443,648916.6667,649083.3333,166.666667,648881.6667,10:48.9,241.92,238.98,41,49,
BDL004_Goose_EyeTracking_Walk.mov,1206,fixation,19453,649283.3333,649383.3333,100,649215,10:49.3,118.79,197.42,48,49,
BDL004_Goose_EyeTracking_Walk.mov,1207,fixation,19472,649416.6667,650518.3333,1101.666667,649850,10:49.9,147.69,241.37,39,39,
BDL004_Goose_EyeTracking_Walk.mov,1208,fixation,19492,650551.6667,650685,133.333333,650516.6667,10:50.6,179.88,308.29,42,43,
BDL004_Goose_EyeTracking_Walk.mov,1209,fixation,19498,650718.3333,650918.3333,200,650716.6667,10:50.8,243.67,317.16,38,40,
BDL004_Goose_EyeTracking_Walk.mov,1210,fixation,19517,651386.6667,651520,133.333333,651351.6667,10:51.4,174.03,258.01,38,41,
BDL004_Goose_EyeTracking_Walk.mov,1211,fixation,19523,651520,651786.6667,266.666667,651551.6667,10:51.6,182.68,236.52,43,44,
BDL004_Goose_EyeTracking_Walk.mov,1212,fixation,19553,652621.6667,652721.6667,100,652553.3333,10:52.6,352.02,174.28,63,68,
BDL004_Goose_EyeTracking_Walk.mov,1213,fixation,19557,652755,652855,100,652686.6667,10:52.8,322.98,183.07,52,57,
BDL004_Goose_EyeTracking_Walk.mov,1214,fixation,19575,653355,653455,100,653286.6667,10:53.4,115.27,211.79,53,51,
BDL004_Goose_EyeTracking_Walk.mov,1215,fixation,19599,653790,654623.3333,833.333333,654088.3333,10:54.2,118.74,59.5,42,57,
BDL004_Goose_EyeTracking_Walk.mov,1216,fixation,19617,654623.3333,654958.3333,335,654688.3333,10:54.8,98.61,27.11,43,61,
BDL004_Goose_EyeTracking_Walk.mov,1217,fixation,19629,654991.6667,655391.6667,400,655090,10:55.2,108.42,75.81,48,58,
BDL004_Goose_EyeTracking_Walk.mov,1218,fixation,19637,655425,655525,100,655356.6667,10:55.4,67.57,36.82,38,45,
BDL004_Goose_EyeTracking_Walk.mov,1219,fixation,19640,655525,655625,100,655456.6667,10:55.5,147.86,356.45,40,49,
BDL004_Goose_EyeTracking_Walk.mov,1220,fixation,19654,655991.6667,656093.3333,101.666667,655923.3333,10:56.0,139.76,345.4,35,51,
BDL004_Goose_EyeTracking_Walk.mov,1221,fixation,19673,656626.6667,656726.6667,100,656558.3333,10:56.6,307.42,359.04,46,60,
BDL004_Goose_EyeTracking_Walk.mov,1222,fixation,19680,656826.6667,656960,133.333333,656791.6667,10:56.9,169.22,267.14,50,60,
BDL004_Goose_EyeTracking_Walk.mov,1223,fixation,19694,657326.6667,657428.3333,101.666667,657258.3333,10:57.3,89.14,138.59,59,66,
BDL004_Goose_EyeTracking_Walk.mov,1224,fixation,19699,657461.6667,657595,133.333333,657426.6667,10:57.5,222.21,393.25,46,55,
BDL004_Goose_EyeTracking_Walk.mov,1225,fixation,19709,657795,657928.3333,133.333333,657760,10:57.8,177.86,364.15,27,53,
BDL004_Goose_EyeTracking_Walk.mov,1226,fixation,19713,657928.3333,658095,166.666667,657893.3333,10:58.0,192.64,341.91,35,59,
BDL004_Goose_EyeTracking_Walk.mov,1227,fixation,19724,658295,658461.6667,166.666667,658260,10:58.3,87.75,47.45,40,56,
BDL004_Goose_EyeTracking_Walk.mov,1228,fixation,19728,658461.6667,658561.6667,100,658393.3333,10:58.5,166.47,358.09,37,46,
BDL004_Goose_EyeTracking_Walk.mov,1229,fixation,19732,658561.6667,658696.6667,135,658526.6667,10:58.6,33.86,41.47,43,53,
BDL004_Goose_EyeTracking_Walk.mov,1230,fixation,19740,658830,658963.3333,133.333333,658795,10:58.9,81.31,40.72,36,48,
BDL004_Goose_EyeTracking_Walk.mov,1231,fixation,19751,659130,659396.6667,266.666667,659161.6667,10:59.2,154.03,33.59,38,49,
BDL004_Goose_EyeTracking_Walk.mov,1232,fixation,19782,659896.6667,660731.6667,835,660196.6667,11:00.3,283.91,294.02,80,78,
BDL004_Goose_EyeTracking_Walk.mov,1233,fixation,19798,660798.3333,660898.3333,100,660730,11:00.8,266.25,329.29,78,79,
BDL004_Goose_EyeTracking_Walk.mov,1234,fixation,19802,660931.6667,661031.6667,100,660863.3333,11:00.9,228.26,339.79,82,79,
BDL004_Goose_EyeTracking_Walk.mov,1235,fixation,19814,661300,661466.6667,166.666667,661265,11:01.3,334.45,357.17,67,64,
BDL004_Goose_EyeTracking_Walk.mov,1236,fixation,19824,661666.6667,661766.6667,100,661598.3333,11:01.7,86.21,269.13,65,60,
BDL004_Goose_EyeTracking_Walk.mov,1237,fixation,19829,661800,661966.6667,166.666667,661765,11:01.8,142.53,296.2,48,48,
BDL004_Goose_EyeTracking_Walk.mov,1238,fixation,19846,662033.3333,662868.3333,835,662331.6667,11:02.4,192.13,334.14,63,52,
BDL004_Goose_EyeTracking_Walk.mov,1239,fixation,19876,662868.3333,664003.3333,1135,663333.3333,11:03.4,217.11,328.34,73,69,
BDL004_Goose_EyeTracking_Walk.mov,1240,fixation,19897,664003.3333,664270,266.666667,664035,11:04.1,162.59,233.01,73,66,
BDL004_Goose_EyeTracking_Walk.mov,1241,fixation,19936,665105,665771.6667,666.666667,665336.6667,11:05.4,202.27,276.64,51,58,
BDL004_Goose_EyeTracking_Walk.mov,1242,fixation,19947,665771.6667,665871.6667,100,665703.3333,11:05.8,217.75,310.98,66,59,
BDL004_Goose_EyeTracking_Walk.mov,1243,fixation,19960,666105,666373.3333,268.333333,666136.6667,11:06.2,216.23,202.37,69,63,
BDL004_Goose_EyeTracking_Walk.mov,1244,fixation,19968,666406.6667,666606.6667,200,666405,11:06.5,237.4,250.19,84,80,
BDL004_Goose_EyeTracking_Walk.mov,1245,fixation,19984,667006.6667,667106.6667,100,666938.3333,11:07.0,93.88,173.72,85,72,
BDL004_Goose_EyeTracking_Walk.mov,1246,fixation,19989,667140,667306.6667,166.666667,667105,11:07.2,119.18,213.93,65,65,
BDL004_Goose_EyeTracking_Walk.mov,1247,fixation,20003,667406.6667,667975,568.333333,667573.3333,11:07.6,179.48,274.94,72,67,
BDL004_Goose_EyeTracking_Walk.mov,1248,fixation,20022,668041.6667,668608.3333,566.666667,668206.6667,11:08.3,152.6,171.68,61,63,
BDL004_Goose_EyeTracking_Walk.mov,1249,fixation,20039,668775,668976.6667,201.666667,668775,11:08.8,177.18,408.35,72,72,
BDL004_Goose_EyeTracking_Walk.mov,1250,fixation,20050,669176.6667,669343.3333,166.666667,669141.6667,11:09.2,192.68,244.31,89,91,
