,/Users/pslive1/Documents/Walk_Projext/BDL079_Daisy_Walk_RouteP1/BDL079_Daisy_Walk_RouteP1.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes,fixation_classes_no_background,union_areas,percentage_area
261,BDL079_Daisy_Walk_RouteP1.mov,261,fixation,4134,137643.333333,138378.333333,735.0,137941.666667,00:02:17.97700,218.25,169.39,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_vertical,person: 0.8817801315452294 plant_vertical: 0.10822584778337746 background: 0.009994020671393183,person: 0.8906816220880069 plant_vertical: 0.1093183779119931,0.6387532552083334,person:0.114453125 building:0.11039062499999999 plant_horizontal:0.07411783854166666 plant_vertical:0.23661458333333332 pavement:0.12666341145833332
262,BDL079_Daisy_Walk_RouteP1.mov,262,fixation,4152,138578.333333,138678.333333,100.0,138543.333333,00:02:18.57800,284.42,162.78,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical,person: 0.7124416135881104 plant_vertical: 0.04484076433121019 plant_vertical: 0.20365180467091296 background: 0.03906581740976645,person: 0.7414052143172779 plant_vertical: 0.04666372072470172 plant_vertical: 0.21193106495802033,0.7866048177083333,person:0.13505208333333332 plant_vertical:0.5231282552083334 plant_horizontal:0.061360677083333336 pavement:0.021741536458333332 building:0.10779947916666667
263,BDL079_Daisy_Walk_RouteP1.mov,263,fixation,4168,138845.0,139478.333333,633.333333,139076.666667,00:02:19.11200,227.15,169.73,-1000.0,-1000.0,,,,building building pavement pavement person person plant_horizontal plant_vertical plant_vertical plant_vertical,person: 0.053871142393069844 plant_vertical: 0.9443241292185526 background: 0.001804728388377549,person: 0.05396854095100344 plant_vertical: 0.9460314590489965,0.8029947916666667,plant_vertical:0.5909114583333334 pavement:0.04021484375 person:0.22966145833333335 building:0.13857421875 plant_horizontal:0.052014973958333335
264,BDL079_Daisy_Walk_RouteP1.mov,264,fixation,4182,139478.333333,139780.0,301.666667,139545.0,00:02:19.58000,249.85,169.45,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_vertical plant_vertical,person: 0.07323254391330945 plant_vertical: 0.7426374202569256 background: 0.18413003582976492,person: 0.08976006855184233 plant_vertical: 0.9102399314481576,0.79115234375,person:0.24311197916666666 plant_vertical:0.4506705729166667 building:0.085771484375 pavement:0.03277669270833333 plant_horizontal:0.010904947916666666
265,BDL079_Daisy_Walk_RouteP1.mov,265,fixation,4189,139780.0,139946.666667,166.666667,139778.333333,00:02:19.81300,263.37,161.64,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical,person: 0.5368961408011733 plant_vertical: 0.39471995599963333 background: 0.06838390319919332,person: 0.5763062087966152 plant_vertical: 0.42369379120338485,0.848583984375,plant_vertical:0.5304459635416667 person:0.32228190104166665 building:0.087705078125 pavement:0.027721354166666667 plant_horizontal:0.015218098958333334
266,BDL079_Daisy_Walk_RouteP1.mov,266,fixation,4194,139946.666667,140080.0,133.333333,139945.0,00:02:19.98000,281.78,158.74,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_vertical plant_vertical,plant_vertical: 0.38139705209191616 person: 0.5435319967042022 background: 0.07507095120388171,plant_vertical: 0.4123527665049985 person: 0.5876472334950015,0.884208984375,plant_vertical:0.409228515625 person:0.33876627604166665 pavement:0.045914713541666666 plant_horizontal:0.012431640625 building:0.31720052083333333
267,BDL079_Daisy_Walk_RouteP1.mov,267,fixation,4204,140146.666667,140580.0,433.333333,140278.333333,00:02:20.31300,358.04,159.59,-1000.0,-1000.0,,,,building pavement person plant_vertical plant_vertical plant_vertical,person: 0.9009655416777393 plant_vertical: 0.01594472495349455 plant_vertical: 0.06989104437948446 background: 0.013198688989281601,person: 0.913016157989228 plant_vertical: 0.01615798922800718 plant_vertical: 0.0708258527827648,0.81541015625,person:0.31498046875 plant_vertical:0.4843522135416667 pavement:0.019361979166666668 building:0.0729296875
268,BDL079_Daisy_Walk_RouteP1.mov,268,fixation,4217,140680.0,140881.666667,201.666667,140711.666667,00:02:20.74700,227.87,193.77,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_vertical plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.8944563802083333,plant_vertical:0.39087565104166666 building:0.0755859375 person:0.3901139322916667 plant_horizontal:0.018489583333333334 pavement:0.04512044270833333
269,BDL079_Daisy_Walk_RouteP1.mov,269,fixation,4226,140981.666667,141181.666667,200.0,141013.333333,00:02:21.04800,398.09,101.41,-1000.0,-1000.0,,,,building building building pavement person plant_vertical plant_vertical plant_vertical,person: 0.27094001463057793 plant_vertical: 0.6047000731528895 background: 0.12435991221653256,person: 0.3094193817878028 plant_vertical: 0.6905806182121972,0.8181184895833333,person:0.402490234375 plant_vertical:0.374697265625 building:0.070458984375 pavement:0.018902994791666666
270,BDL079_Daisy_Walk_RouteP1.mov,270,fixation,4246,141715.0,141815.0,100.0,141680.0,00:02:21.71500,190.86,230.03,-1000.0,-1000.0,,,,pavement person plant_vertical,person: 0.0021039151115989753 plant_vertical: 0.997896084888401 background: 0.0,person: 0.0021039151115989753 plant_vertical: 0.997896084888401,0.7434212239583333,person:0.48624348958333335 pavement:0.018059895833333332 plant_vertical:0.2518229166666667
271,BDL079_Daisy_Walk_RouteP1.mov,271,fixation,4279,142783.333333,142916.666667,133.333333,142781.666667,00:02:22.81700,272.19,313.83,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical,person: 0.21861093452002542 building: 0.2302924348378894 plant_vertical: 0.30276541640178006 plant_horizontal: 0.14566115702479338 background: 0.10267005721551176,person: 0.24362380446333687 building: 0.25664187035069075 plant_vertical: 0.3374070138150903 plant_horizontal: 0.16232731137088205,0.8639615885416667,person:0.44327473958333335 building:0.15763997395833335 plant_vertical:0.24976888020833332 pavement:0.035673828125 plant_horizontal:0.10839192708333334
272,BDL079_Daisy_Walk_RouteP1.mov,272,fixation,4287,143083.333333,143183.333333,100.0,143048.333333,00:02:23.08300,204.75,259.8,-1000.0,-1000.0,,,,building person plant_vertical plant_vertical,person: 0.5114023591087812 plant_vertical: 0.3654871122761031 background: 0.12311052861511577,person: 0.5832004782781984 plant_vertical: 0.4167995217218015,0.7647102864583334,person:0.6189225260416666 plant_vertical:0.16554361979166668 building:0.20743815104166666
273,BDL079_Daisy_Walk_RouteP1.mov,273,fixation,4291,143183.333333,143316.666667,133.333333,143181.666667,00:02:23.21700,177.0,245.57,-1000.0,-1000.0,,,,building building person plant_vertical plant_vertical,person: 0.11924249719146204 plant_vertical: 0.471272668913497 building: 0.14275397207510834 background: 0.2667308618199326,person: 0.1626176406215802 plant_vertical: 0.642700809805209 building: 0.19468154957321077,0.8101725260416667,person:0.6096744791666666 plant_vertical:0.14650390625 building:0.21900390625
274,BDL079_Daisy_Walk_RouteP1.mov,274,fixation,4297,143316.666667,143585.0,268.333333,143383.333333,00:02:23.41800,201.57,258.73,-1000.0,-1000.0,,,,building person plant_vertical plant_vertical,person: 0.4951756781358092 plant_vertical: 0.4250864736937921 building: 0.007008920444201711 background: 0.07272892772619698,person: 0.5340139393344459 plant_vertical: 0.45842740748012173 building: 0.007558653185432414,0.89048828125,person:0.6146321614583333 plant_vertical:0.190703125 building:0.09362955729166667
275,BDL079_Daisy_Walk_RouteP1.mov,275,fixation,4318,144118.333333,144218.333333,100.0,144083.333333,00:02:24.11800,247.17,207.26,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical sky,plant_vertical: 0.016886064457557876 person: 0.49695869269178394 background: 0.4861552428506582,plant_vertical: 0.03286219081272085 person: 0.9671378091872792,0.7546712239583333,plant_vertical:0.229853515625 person:0.40663736979166665 plant_horizontal:0.1330859375 sky:0.005501302083333334
276,BDL079_Daisy_Walk_RouteP1.mov,276,fixation,4331,144518.333333,144651.666667,133.333333,144516.666667,00:02:24.55200,249.96,207.11,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical sky,plant_vertical: 0.4473370611421762 person: 0.09469245577046476 background: 0.45797048308735905,plant_vertical: 0.8253001860307796 person: 0.17469981396922035,0.801259765625,plant_vertical:0.25336588541666666 plant_horizontal:0.24842447916666666 person:0.25393880208333336 sky:0.06949544270833333
277,BDL079_Daisy_Walk_RouteP1.mov,277,fixation,4337,144753.333333,144853.333333,100.0,144718.333333,00:02:24.75300,369.51,369.06,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical sculpture sky,person: 0.28512147781273006 plant_horizontal: 0.7148785221872699 background: 0.0,person: 0.28512147781273006 plant_horizontal: 0.7148785221872699,0.8090299479166667,person:0.3634765625 plant_horizontal:0.237412109375 plant_vertical:0.22645507812500001 sculpture:0.004674479166666667 sky:0.02298828125
278,BDL079_Daisy_Walk_RouteP1.mov,278,fixation,4381,146155.0,146355.0,200.0,146186.666667,00:02:26.22200,270.03,200.9,-1000.0,-1000.0,,,,building pavement plant_horizontal sky,building: 0.18394373915426065 pavement: 0.062288793497123025 plant_horizontal: 0.7258197095625172 background: 0.027947757786099186,building: 0.18923235929719065 pavement: 0.06407967678286197 plant_horizontal: 0.7466879639199474,0.8885286458333334,building:0.29710286458333335 pavement:0.45989908854166667 plant_horizontal:0.12340494791666666 sky:0.01119140625
279,BDL079_Daisy_Walk_RouteP1.mov,279,fixation,4389,146455.0,146588.333333,133.333333,146453.333333,00:02:26.48800,277.75,199.39,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical sky,pavement: 0.22452173913043477 building: 0.30695652173913046 plant_horizontal: 0.45660869565217393 background: 0.01191304347826087,pavement: 0.22722872480858927 building: 0.3106573968142216 plant_horizontal: 0.46211387837718915,0.86509765625,pavement:0.4691471354166667 building:0.23610026041666668 sky:0.029534505208333332 plant_horizontal:0.08509440104166667 plant_vertical:0.07745768229166666
280,BDL079_Daisy_Walk_RouteP1.mov,280,fixation,4394,146655.0,146755.0,100.0,146620.0,00:02:26.65500,268.01,201.16,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky,pavement: 0.09879500037422348 plant_vertical: 0.01736396976274231 building: 0.10822543222812664 plant_horizontal: 0.4543073123269216 plant_horizontal: 0.1716937354988399 background: 0.149614549809146,pavement: 0.11617672944904066 plant_vertical: 0.020418940327407147 building: 0.12726632635099455 plant_horizontal: 0.5342369301179369 plant_horizontal: 0.20190107375462066,0.8732584635416667,pavement:0.43536458333333333 plant_vertical:0.10602213541666666 building:0.21613932291666668 sky:0.043264973958333335 plant_horizontal:0.10861328125
281,BDL079_Daisy_Walk_RouteP1.mov,281,fixation,4412,147255.0,147356.666667,101.666667,147220.0,00:02:27.25500,360.89,181.38,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical sky,plant_vertical: 0.0813634351482957 building: 0.4123948649845064 plant_horizontal: 0.21611332447985834 plant_horizontal: 0.034174413457281984 background: 0.25595396193005754,plant_vertical: 0.10935268919562113 building: 0.5542598762494051 plant_horizontal: 0.2904569252736792 plant_horizontal: 0.04593050928129462,0.830810546875,plant_vertical:0.13087239583333332 pavement:0.37299479166666666 sky:0.063642578125 building:0.17214192708333334 person:0.035944010416666665 plant_horizontal:0.09515625
282,BDL079_Daisy_Walk_RouteP1.mov,282,fixation,4436,148056.666667,148156.666667,100.0,148021.666667,00:02:28.05700,256.18,202.87,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.08392120934493816 plant_vertical: 0.6404947320201557 plant_horizontal: 0.008886852954649565 plant_horizontal: 0.019789280806229957 background: 0.24690792487402657,pavement: 0.11143552311435523 plant_vertical: 0.8504866180048661 plant_horizontal: 0.011800486618004867 plant_horizontal: 0.026277372262773723,0.854638671875,building:0.161103515625 pavement:0.37568033854166666 sky:0.082197265625 plant_vertical:0.13520833333333335 person:0.041175130208333334 plant_horizontal:0.07604817708333333
283,BDL079_Daisy_Walk_RouteP1.mov,283,fixation,4449,148323.333333,148758.333333,435.0,148455.0,00:02:28.49000,256.16,202.85,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.058300485837381975 plant_vertical: 0.7455312127601064 plant_horizontal: 0.00678338986158218 plant_horizontal: 0.04189201576679805 background: 0.14749289577413144,pavement: 0.06838709677419355 plant_vertical: 0.8745161290322581 plant_horizontal: 0.007956989247311828 plant_horizontal: 0.04913978494623656,0.8214615885416666,building:0.176796875 sky:0.08513346354166666 pavement:0.32988606770833334 plant_vertical:0.13009765625 person:0.042086588541666664 plant_horizontal:0.064267578125
284,BDL079_Daisy_Walk_RouteP1.mov,284,fixation,4470,149191.666667,149291.666667,100.0,149156.666667,00:02:29.19200,250.74,209.5,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical sky,plant_horizontal: 0.3989000916590284 building: 0.5339138405132906 background: 0.06718606782768102,plant_horizontal: 0.4276309324948413 building: 0.5723690675051587,0.8908268229166667,pavement:0.39123697916666667 plant_horizontal:0.11878580729166667 building:0.3801985677083334 plant_vertical:0.04566080729166667 person:0.035654296875 sky:0.004671223958333333
285,BDL079_Daisy_Walk_RouteP1.mov,285,fixation,4484,149625.0,149758.333333,133.333333,149623.333333,00:02:29.65800,252.69,209.02,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_vertical,building: 0.5814550119113066 plant_horizontal: 0.33727322704782847 plant_vertical: 0.0004581271761040865 background: 0.08081363386476086,building: 0.6325757575757576 plant_horizontal: 0.36692583732057416 plant_vertical: 0.0004984051036682615,0.85841796875,pavement:0.38983723958333333 building:0.44319986979166665 plant_horizontal:0.074287109375 plant_vertical:0.09200846354166667
286,BDL079_Daisy_Walk_RouteP1.mov,286,fixation,4488,149791.666667,149891.666667,100.0,149756.666667,00:02:29.79200,256.0,207.69,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical,building: 0.012010905607545502 plant_vertical: 0.18038464372559135 plant_horizontal: 0.1573944440350748 building: 0.6271461204038022 plant_vertical: 0.0037580134109498195 background: 0.01930587281703633,building: 0.01224735141633481 plant_vertical: 0.18393568262078294 plant_horizontal: 0.16049289954166354 building: 0.6394920730332857 plant_vertical: 0.0038319933879329775,0.8054947916666667,pavement:0.33743489583333336 building:0.37300455729166665 plant_vertical:0.288037109375 plant_horizontal:0.05908854166666667
287,BDL079_Daisy_Walk_RouteP1.mov,287,fixation,4502,150160.0,150426.666667,266.666667,150225.0,00:02:30.26000,266.37,225.86,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical,pavement: 0.1633059878862225 plant_vertical: 0.1537989726289964 building: 0.6040021467453807 plant_horizontal: 0.02637430039101434 background: 0.05251859234838611,pavement: 0.1723579867292442 plant_vertical: 0.16232400064735394 building: 0.637481793170416 plant_horizontal: 0.02783621945298592,0.7051920572916667,pavement:0.30223958333333334 plant_vertical:0.207021484375 building:0.17734700520833332 plant_horizontal:0.03205403645833333
288,BDL079_Daisy_Walk_RouteP1.mov,288,fixation,4521,150860.0,151026.666667,166.666667,150858.333333,00:02:30.89300,254.0,207.33,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_vertical plant_vertical sky,plant_vertical: 0.4317535979466496 pavement: 0.07461728847740398 building: 0.11715097625813549 background: 0.376478137317811,plant_vertical: 0.6924433990002941 pavement: 0.11967068509261981 building: 0.18788591590708614,0.8414453125,plant_vertical:0.29556966145833335 pavement:0.25288736979166665 plant_horizontal:0.3006673177083333 building:0.10459635416666667 sky:0.0019759114583333334 person:0.007001953125
289,BDL079_Daisy_Walk_RouteP1.mov,289,fixation,4527,151093.333333,151193.333333,100.0,151058.333333,00:02:31.09300,400.09,220.92,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,plant_vertical: 0.3741569045083422 plant_horizontal: 0.2598509052183174 plant_horizontal: 0.06886758963436279 background: 0.2971246006389776,plant_vertical: 0.5323232323232323 plant_horizontal: 0.3696969696969697 plant_horizontal: 0.09797979797979799,0.8249576822916667,plant_vertical:0.3516536458333333 plant_horizontal:0.29115885416666665 building:0.08702473958333333 pavement:0.12642578125 person:0.014505208333333333
290,BDL079_Daisy_Walk_RouteP1.mov,290,fixation,4536,151328.333333,151561.666667,233.333333,151360.0,00:02:31.39500,297.23,228.23,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical sky,plant_horizontal: 0.14675955632963608 plant_vertical: 0.48455403795031626 background: 0.3686864057200477,plant_horizontal: 0.2324669667489473 plant_vertical: 0.7675330332510527,0.816552734375,plant_horizontal:0.3239615885416667 plant_vertical:0.336474609375 sky:0.008570963541666667 building:0.07128255208333334 pavement:0.09789388020833334
291,BDL079_Daisy_Walk_RouteP1.mov,291,fixation,4544,151561.666667,151828.333333,266.666667,151626.666667,00:02:31.66200,281.7,224.01,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical,plant_vertical: 0.6321404569892473 plant_horizontal: 0.08635752688172044 pavement: 0.18355174731182797 background: 0.0979502688172043,plant_vertical: 0.7007822685788787 plant_horizontal: 0.0957347737008754 pavement: 0.20348295772024586,0.806015625,plant_vertical:0.38921875 person:0.0030891927083333335 plant_horizontal:0.30706705729166667 pavement:0.14213216145833332
292,BDL079_Daisy_Walk_RouteP1.mov,292,fixation,4549,151828.333333,151928.333333,100.0,151793.333333,00:02:31.82800,300.39,232.54,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical plant_vertical sky,plant_vertical: 0.5458795489962416 plant_horizontal: 0.22220185168209736 background: 0.231918599321661,plant_vertical: 0.7107053347654851 plant_horizontal: 0.28929466523451486,0.78443359375,plant_vertical:0.3932747395833333 plant_horizontal:0.383720703125 pavement:0.009495442708333333 sky:0.015270182291666667
293,BDL079_Daisy_Walk_RouteP1.mov,293,fixation,4556,151961.666667,152228.333333,266.666667,152026.666667,00:02:32.06200,246.56,209.78,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical sky,plant_vertical: 0.8902740856173802 background: 0.10972591438261986,plant_vertical: 1.0,0.8007194010416666,plant_vertical:0.35390299479166665 pavement:0.055621744791666664 plant_horizontal:0.3411100260416667 building:0.06950520833333333 sky:0.014547526041666667
294,BDL079_Daisy_Walk_RouteP1.mov,294,fixation,4585,152996.666667,153130.0,133.333333,152995.0,00:02:33.03000,591.76,180.84,-1000.0,-1000.0,,,,building building building person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical,person: 0.9455782312925171 background: 0.05442176870748299,person: 1.0,0.8192122395833333,plant_horizontal:0.2914680989583333 plant_vertical:0.37223958333333335 person:0.26754557291666664 building:0.06409830729166667
295,BDL079_Daisy_Walk_RouteP1.mov,295,fixation,4588,153130.0,153230.0,100.0,153095.0,00:02:33.13000,614.31,186.62,-1000.0,-1000.0,,,,building person plant_horizontal plant_horizontal plant_vertical,person: 0.9483377182492226 background: 0.05166228175077733,person: 1.0,0.8495963541666667,plant_horizontal:0.3407389322916667 building:0.012679036458333333 plant_vertical:0.22089192708333333 person:0.283828125
296,BDL079_Daisy_Walk_RouteP1.mov,296,fixation,4601,153563.333333,153663.333333,100.0,153528.333333,00:02:33.56300,121.02,190.99,-1000.0,-1000.0,,,,building person plant_horizontal plant_vertical,building: 0.6188606749081189 plant_horizontal: 0.1253758770464417 plant_vertical: 0.08879051119278317 background: 0.16697293685265618,building: 0.7429058457836157 plant_horizontal: 0.15050636719141683 plant_vertical: 0.1065877870249674,0.7344694010416667,building:0.14642578125 plant_horizontal:0.5330989583333333 plant_vertical:0.08544270833333334 person:0.0031412760416666668
297,BDL079_Daisy_Walk_RouteP1.mov,297,fixation,4604,153663.333333,153763.333333,100.0,153628.333333,00:02:33.66300,286.03,196.27,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical,pavement: 0.8104265402843602 plant_horizontal: 0.07249429524311041 plant_vertical: 0.00807442513603651 background: 0.10900473933649289,pavement: 0.9095744680851063 plant_horizontal: 0.08136327817178882 plant_vertical: 0.009062253743104806,0.8661751302083334,pavement:0.43271809895833335 plant_horizontal:0.23729166666666668 building:0.18807291666666665 plant_vertical:0.08460611979166667
298,BDL079_Daisy_Walk_RouteP1.mov,298,fixation,4614,153796.666667,154298.333333,501.666667,153963.333333,00:02:33.99800,262.02,202.33,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.82736328125,pavement:0.5808430989583333 sky:0.023092447916666668 plant_horizontal:0.08435546875 plant_vertical:0.06265950520833333 building:0.08091471354166667
299,BDL079_Daisy_Walk_RouteP1.mov,299,fixation,4629,154465.0,154598.333333,133.333333,154463.333333,00:02:34.49800,256.58,202.31,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,pavement: 0.9146552509336006 plant_horizontal: 0.07113580471809819 background: 0.014208944348301302,pavement: 0.9278388616834519 plant_horizontal: 0.07216113831654809,0.9007845052083333,plant_vertical:0.15173502604166667 building:0.08369791666666666 pavement:0.511474609375 sky:0.026793619791666667 plant_horizontal:0.12651041666666668 pole:0.006005859375
300,BDL079_Daisy_Walk_RouteP1.mov,300,fixation,4654,155266.666667,155500.0,233.333333,155298.333333,00:02:35.33300,270.78,200.33,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal,pavement: 1.0 background: 0.0,pavement: 1.0,0.9067643229166666,pavement:0.8422623697916667 plant_horizontal:0.06709635416666668
301,BDL079_Daisy_Walk_RouteP1.mov,301,fixation,4667,155666.666667,155933.333333,266.666667,155731.666667,00:02:35.76700,115.47,103.07,-1000.0,-1000.0,,,,building pavement pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.12778439820331836 sky: 0.006691722431020258 plant_vertical: 0.47025391878265654 plant_horizontal: 0.2798606655055459 background: 0.11540929507745898,pavement: 0.1444559585492228 sky: 0.0075647668393782385 plant_vertical: 0.5316062176165803 plant_horizontal: 0.31637305699481866,0.9218880208333333,pavement:0.6759244791666666 sky:0.020543619791666665 plant_vertical:0.06955078125 building:0.054251302083333335 plant_horizontal:0.10475911458333334
302,BDL079_Daisy_Walk_RouteP1.mov,302,fixation,4682,156266.666667,156366.666667,100.0,156231.666667,00:02:36.26700,231.93,210.21,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky,sky: 0.023490304709141274 plant_vertical: 0.5445429362880887 plant_vertical: 0.2214404432132964 plant_vertical: 0.16504155124653738 building: 0.011024930747922438 background: 0.03445983379501385,sky: 0.024328666513656186 plant_vertical: 0.563977507459261 plant_vertical: 0.22934358503557495 plant_vertical: 0.17093183383061739 building: 0.011418407160890522,0.8694140625,sky:0.19691080729166666 plant_vertical:0.4369921875 pavement:0.19466796875 building:0.16120768229166665 plant_horizontal:0.07047526041666667
303,BDL079_Daisy_Walk_RouteP1.mov,303,fixation,4687,156433.333333,156535.0,101.666667,156398.333333,00:02:36.43300,195.19,216.94,-1000.0,-1000.0,,,,pavement plant_vertical plant_vertical plant_vertical sky,sky: 0.5270590379008746 plant_vertical: 0.4379555393586006 background: 0.03498542274052478,sky: 0.546166918429003 plant_vertical: 0.453833081570997,0.8799251302083333,sky:0.134697265625 plant_vertical:0.46083658854166665 pavement:0.41976236979166665
304,BDL079_Daisy_Walk_RouteP1.mov,304,fixation,4704,156901.666667,157168.333333,266.666667,156966.666667,00:02:37.00200,234.7,209.35,-1000.0,-1000.0,,,,pavement plant_vertical plant_vertical sky,plant_vertical: 0.9209200036653532 pavement: 0.047649592229451115 background: 0.03143040410519564,plant_vertical: 0.9508041627246925 pavement: 0.04919583727530748,0.6848307291666667,sky:0.098525390625 plant_vertical:0.27425455729166665 pavement:0.334970703125
305,BDL079_Daisy_Walk_RouteP1.mov,305,fixation,4711,157201.666667,157335.0,133.333333,157200.0,00:02:37.23500,247.45,207.19,-1000.0,-1000.0,,,,pavement plant_vertical sky,plant_vertical: 1.0 background: 0.0,plant_vertical: 1.0,0.7367838541666667,plant_vertical:0.36380859375 pavement:0.2898046875 sky:0.09383138020833333
306,BDL079_Daisy_Walk_RouteP1.mov,306,fixation,4720,157368.333333,157770.0,401.666667,157500.0,00:02:37.53500,243.96,207.9,-1000.0,-1000.0,,,,building car pavement pavement plant_horizontal plant_horizontal plant_vertical pole sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.84384765625,pavement:0.4419303385416667 plant_vertical:0.11984049479166667 plant_horizontal:0.12353841145833333 sky:0.017809244791666668 car:0.0011263020833333333 building:0.12900716145833332 pole:0.016223958333333333
307,BDL079_Daisy_Walk_RouteP1.mov,307,fixation,4764,158870.0,159205.0,335.0,158968.333333,00:02:39.00300,241.81,208.13,-1000.0,-1000.0,,,,building building pavement pavement plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical: 0.4018700155834632 building: 0.4136034466953891 plant_horizontal: 0.004308369236410303 background: 0.18021816848473737,plant_vertical: 0.4902158112490216 building: 0.5045286816504528 plant_horizontal: 0.005255507100525551,0.8843391927083334,building:0.28278971354166665 plant_horizontal:0.19343424479166665 pole:0.027926432291666668 sky:0.06761393229166666 plant_vertical:0.13883138020833333 pavement:0.178193359375
308,BDL079_Daisy_Walk_RouteP1.mov,308,fixation,4780,159505.0,159638.333333,133.333333,159503.333333,00:02:39.53800,240.07,208.18,-1000.0,-1000.0,,,,building pavement pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,building: 0.109471638098604 plant_vertical: 0.0012369676621311187 pole: 0.1300583141897862 background: 0.7592330800494788,building: 0.4546788990825688 plant_vertical: 0.005137614678899082 pole: 0.5401834862385321,0.8239192708333334,building:0.28611328125 plant_horizontal:0.26044270833333333 plant_vertical:0.21507486979166668 pavement:0.10009765625 sky:0.050654296875 pole:0.026526692708333334
309,BDL079_Daisy_Walk_RouteP1.mov,309,fixation,4789,159738.333333,160038.333333,300.0,159803.333333,00:02:39.83800,230.14,210.21,-1000.0,-1000.0,,,,building building pavement pavement plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical: 0.13878429263044648 plant_horizontal: 0.020351443428366506 building: 0.8106508875739645 background: 0.03021337636722252,plant_vertical: 0.14310807062956457 plant_horizontal: 0.020985485809374132 building: 0.8359064435610613,0.911103515625,building:0.30830078125 plant_horizontal:0.20095377604166664 sky:0.04271484375 pavement:0.20345377604166667 plant_vertical:0.14467447916666668 pole:0.019921875
310,BDL079_Daisy_Walk_RouteP1.mov,310,fixation,4819,160806.666667,160940.0,133.333333,160805.0,00:02:40.84000,231.18,210.85,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical: 0.8196691674952544 pavement: 0.010846967368706498 plant_horizontal: 0.14182409834583748 background: 0.027659766790201573,plant_vertical: 0.8429859626289857 pavement: 0.011155526633819838 plant_horizontal: 0.14585851073719439,0.8639518229166666,plant_vertical:0.17791341145833334 pavement:0.329091796875 building:0.086611328125 sky:0.13164713541666667 plant_horizontal:0.11623697916666667 pole:0.029075520833333333
